"","vector","value","options.bmat","options.n","options.which","options.nev","options.tol","options.ncv","options.ldv","options.ishift","options.maxiter","options.nb","options.mode","options.start","options.sigma","options.sigmai","options.info","options.iter","options.nconv","options.numop","options.numopb","options.numreo"
"Young, Charles Rochester",0.0604776458038043,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Youtz, Gregory",0.028540858126403,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Yurko, Bruce",0.0572859917417191,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Zaninelli, Luigi",0.0892227794191205,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Zdechlik, John",0.0892227794191204,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Adams, John",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Alarcón, Luis Serrano",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Andrews, James",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Arnon, Ron",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bach, W.F.",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ballenger, William",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Banchieri, Adriano",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bankston, Brian",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Baratta, Nicholas",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Barber, Clarence",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Basler, Paul",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bassett, Herbert",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Beckel, James",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bell, Jeremy",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Benson, Warren",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Billings, William",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Birch, Raymond",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bishop, Jeffrey",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bobrowitz, David",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Boerma, Scott",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bradley, Douglas",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Branchfield, Aric",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bray, Bruce",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Britten, Benjamin",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Brossé, Dirk",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Brubaker, Jerry",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Bukvich, Daniel",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Calhoun, Bill",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Campbell, William",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Carnahan, John",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Caruso, John",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cassotta, Vincent",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Caudill, Jim Andy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cheetham, John",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Chisham, Daniel",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ciechomski, Brad",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Clark & Feldstein",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Clark, Paul",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Clem, Mark",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Coakley, Donald",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Compello, Joseph",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Connery, Brian",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Connor, Mark J.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Corigliano, John",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Corrigan, Bruce",0.0319367876774014,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cotter, Bob",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Court, Douglas",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Cox, Michael",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Daniels, M.L.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Drake, Brian",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Duble, Charles E.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Duff, Jim",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Duncombe, William",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Eberlin, Johann",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Eidson, Joseph",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Elledge & Pearson",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Eveland, Dennis",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ewazen, Eric",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Feldstein, Sandy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fischer, Tim",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Forbes, Guy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Forbes, Mike",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fote, Richard",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Frank, Marcel",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Fux, Johann Joseph",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gates, Keith",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gauntlett, Henry",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gazlay, Gary",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gershwin, George",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gibson, John",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gilbert, Jay",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gilroy, Gary",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Glazer, Stuart",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gliere, Rienhold",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Golemo, Michael",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Goodman, Stephen Kent",0.0319367876774014,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gordon, A.J.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Grady, Michael",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Granados, Enrique",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Gruner, Greg",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hadermann, Jan",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hannickel, Mike",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hanson, Robert",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Harris, Ken",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hastings, Ross",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Heisinger, Brent",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Herberman, John",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hérold, Ferdinand",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hidas, Frigyes",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hildreth, Richard E.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hill, Donald",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hill, William H.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hogg, Brian",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hudadoff, Igor",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hull, Grant",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hunsberger, Donald",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Hutcheson, Jere",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Israel, Brian",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jadin, Louis-Emmanuel",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jewell, Fred",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Jones, Douglas K.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kallman, Daniel",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Khatchaturian, Amram",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kidd, Bryan",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Kiefer, Ed",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Laburda, Jiri",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Langenfeld, Robert",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lauridsen, Morton",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lavender, Paul",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Leckrone, Mike",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Linn, Robert",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lipton, Bob",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Loest, Timothy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Logan, Robert",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Lutoslawski, Witold",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"MacDowell, Edward",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Madison, Billy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mailman, Martin",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Martin, Jeremy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McBride, Jonathan",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"McGrew, Ross",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Meacham, Aaron",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Melillo, Stephen",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mercure, Pierre",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Miles, Timothy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Miller, Charles",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Miller, Lewis M.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mixon, Kevin",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mogensen, Michael A.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Montenegro",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Moore, David W.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mouret, Jean-Joseph",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Mussorgsky, Modest",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Navarre, Randy",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Neeck, Larry",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Newton, Bryce",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Niehaus, Lennie",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nott, Douglas",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nowak, Jerry",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Nowlin, Ryan",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Ogren, Jayce",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Oppido, Vincent J.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Osborne, Chester G.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pann, Carter",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Parthun, Jeff",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Paulson, John",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Pearson, Bruce",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Perkins, Andrew David",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Philips, Todd",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Prescott, John",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Radaelli, Luigi",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rager, Dan",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rauch, Peter",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Richards, J.J.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Romeyn, Rob",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rouse, Steve",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rudgers, Gregory B.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Rudolph & Shanefield",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Satie, Erik",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schein, Johann Hermann",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schermer, Richard",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schmitt, Florent",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schumann, Wolfgang",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Schwantner, Joseph",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sciaino, Peter",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Shanley, Steve",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sharp, Chris",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Singleton, Kenneth",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Slocum, Earl",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Smith, Bruce R.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sochinski, James",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Spittal, Robert",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Starer, Robert",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Stephenson, James M.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Sweet, George",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Taylor, Jeffrey",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Taylor, Les",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tredici, David Del",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tschesnokoff, Pavel",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Turrin, Joseph",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Tuthill, Burnet",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Udell, Budd",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"van Beringen, Roland",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"van Lijnshooten, Henk",0.0606819212927175,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vaughn Williams, Ralph",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Viitasaari, Jukka",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Vinson, Johnny",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
"Wagner, Douglas E.",0.0319367876774013,31.3118529672164,"I",808,"LA",1,0,0,0,1,1000,1,1,1,0,0,0,1,1,20,0,17
