composer,state,weight
"Brahms, Johannes",California,17
"Branchfield, A.",California,1
"Bremer, Carolyn",California,1
"Breydert, Frederick",California,1
"Bright, H.",California,2
Brisman,California,1
"Britten, Benjamin",California,1
"Broege, Timothy",California,10
"Brooks, B.J.",California,2
Brower,California,1
"Brown, Richard E.",California,1
Browne,California,2
"Bruckner, Anton",California,6
"Brunelli, Louis Jean",California,1
"Bryant, Steven",California,3
"Buchtel, Forrest",California,5
"Buckley, Lewis J.",California,1
"Bulla, Stephen",California,4
"Bullock, Jack",California,1
"Burns, Patrick",California,5
"Buxtehude, D.",California,1
"Byrd, William",California,6
"Cable, Howard",California,3
"Cacavas, John",California,23
"Calhoun, Bill",California,1
"Camphouse, Mark",California,13
"Carlin, Sidney",California,3
"Carnahan, John",California,2
"Carter, Charles",California,16
"Caruso, John",California,1
"Cascarino, Romeo",California,1
Castle,California,1
"Catel, C.S.",California,1
"Caudill, Jim",California,1
"Cesarini, Franco",California,2
"Chabrier, Emmanuel",California,1
"Chagrin, Francis",California,1
"Chambers, Carol Brittin",California,1
"Chance, John Barnes",California,6
"Chattaway, Jay",California,3
"Chávez, Carlos",California,1
"Cheetham, John",California,1
Cherubini,California,1
"Chidester, Lawrence",California,3
Choate,California,1
"Chobanian, Loris",California,2
"Christensen, James",California,1
"Christiansen, Carl",California,1
"Cichy, Roger",California,4
"Cirimele, Jason",California,2
"Clark, Larry",California,14
"Clarke, H.L.",California,1
"Clarke, Jeremiah",California,1
"Clementi, Muzio",California,1
"Clérisse, Robert",California,1
"Coakley, Donald",California,1
"Coates, Eric",California,1
"Cobine, Al",California,1
"Coker, W.",California,1
"Colgrass, Michael",California,2
"Colonna, Jim",California,1
"Colquitt, Don",California,1
"Conaway, Matt",California,1
"Conley, Lloyd",California,3
"Constantino, Joseph",California,1
"Conte, David",California,1
"Conway, Matt",California,1
"Copland, Aaron",California,11
"Corelli, Arcangelo",California,7
"Corigliano, John",California,3
"Corrigan, B.",California,1
"Cotton, M.J.",California,1
"Couperin, François",California,6
"Court, Douglas",California,4
"Cowell, Henry",California,1
"Cowherd, Ron",California,1
"Creston, Paul",California,5
"Cross, Travis",California,2
"Cummings, Walter",California,2
"Curnow, James",California,37
"Custer, Calvin",California,1
"d'Indy, Vincent",California,1
"Daehn, Larry",California,7
"Dahl, Ingolf",California,1
"Dallin, Leon",California,1
"Dandrieu, Jean-François",California,1
"Danielpour, Richard",California,1
"Daniels, M.L.",California,1
"Daugherty, Michael",California,3
"Davis, Albert O.",California,6
"de Cabezon, A.",California,2
"de Gastyne, Serge",California,1
"de Haan, Jacob",California,5
"de Mantua, Jacquet",California,1
"de Meij, Johan",California,3
"De Nardis, Camille",California,1
"De Rubertis, Nicholas",California,1
"de Victoria, Tomas Luis ",California,2
"Debussy, Claude",California,13
"Dedrick, Art",California,1
"del Borgo, Elliot",California,37
"del Tredici, David",California,1
"DeLamarter, Eric",California,1
"Delibes, Léo",California,2
"Dello Joio, Norman",California,10
"DeLone, Peter",California,1
Deniston,California,1
Deposse,California,1
"Diabelli, Anton",California,1
"Diemer, Emma Lou",California,1
"DiLasso, Orlando",California,2
"Dilley, J.",California,1
"Dillon, Robert",California,6
"Director, Scott",California,1
"Dishinger, Ronald",California,1
"Dohnanyi, Ernst",California,1
"Donato, Anthony",California,1
"Doss, Thomas",California,2
"Duff, Jim",California,1
"Duffy, Thomas",California,1
"Dukas, Paul",California,1
"Duncombe, William",California,1
"Durand, Paul",California,1
"Dvorak, Antonin",California,14
"Dykes, John",California,1
"Eager, Fred",California,1
"Eberlin, J.E.",California,1
"Eckstein, Maxwell",California,1
"Edmondson, John",California,34
Edmunds,California,1
"Edwards, Michael",California,1
"Elgar, Edward",California,9
"Elledge, C.",California,1
"Ellerby, Martin",California,5
"Elliot, Zoe",California,1
"Enescu, George",California,2
"Erickson, Frank",California,62
"Estes, Laura",California,1
"Eveland, Dennis",California,3
"Ewazen, Eric",California,1
"Eymann, Dale",California,1
"Fagan, Gary",California,3
"Fannin, John",California,1
"Farmer, George",California,3
"Farnon, Robert",California,1
"Fauchet, Paul",California,4
"Faure, Gabriel",California,7
"Feld, Jindřich",California,1
"Feldstein, Sandy",California,7
"Fernandez, Oscar Lorenzo",California,1
"Fibich, Zdenek",California,1
"Fillmore, Henry",California,1
"Finlayson, Walter",California,2
"Finney, Ross Lee",California,1
"Fischer, J.S.C.",California,2
"Flowers, Victor",California,1
"Forbes, G.",California,1
"Ford, Ralph",California,3
"Forrest, Dan",California,1
"Forsblad, Leland",California,28
"Foster, Robert E.",California,1
"Fote, R.",California,1
"Foulkes, Ron",California,1
"Fox, Andrew C.",California,1
"Fox, Earl",California,1
"Frackenpohl, Arthur",California,8
"Fraley, Ryan",California,1
"Franck, Cesar",California,7
"Frangkiser, Carl",California,2
"Frank, M.",California,1
"Frantzen, John",California,1
Fred,California,1
"French, Daniel",California,1
"Frescobaldi, Girolamo",California,6
Freund. Don,California,1
"Frost, Robert S.",California,1
"Fry, Tommy J.",California,4
"Fuchs, Kenneth",California,1
"Gabrieli, Giovanni",California,2
"Galante, Rossano",California,7
Galime,California,1
"Gandolfi, Michael",California,1
"Gardner, Maurice",California,4
"Garofalo, Robert",California,2
"Gassi, Vince",California,3
"Gates, Keith",California,1
"Gazlay, Gary",California,3
"George, Ryan",California,7
"German, Edward",California,2
"Gervaise, C.",California,2
"Giannini, Vittorino",California,5
"Gibbons, O.",California,1
"Gibson, John Wesley",California,3
"Gilbert, Jay",California,2
"Gillette, James",California,2
"Gillingham, David",California,4
"Gillis, Don",California,4
"Gilroy, Gary P.",California,1
"Ginastera, Alberto",California,1
"Gingery, Ralph",California,1
"Giordano, Umberto",California,1
"Giovannini, Caesar",California,11
"Giroux, Julie",California,10
"Gjeilo, Ola",California,1
"Glazer, S.",California,1
"Glazunov, Alexander",California,3
"Gliere, Rienhold",California,2
"Glinka, Mikhail",California,1
"Gluck, Christoph",California,6
"Godard, Benjamin",California,2
"Goldstein, William",California,1
"Golemo, Michael",California,1
"Gomez, Antonio Carlos",California,1
"Gorb, Adam",California,3
"Gordon, Philip",California,30
"Gorham, David",California,4
"Gossec, Francois-Joseph",California,3
"Goto, Yo",California,1
"Gould, Morton",California,9
"Gounod, Charles",California,1
"Grady, M.",California,1
"Graham, Peter",California,4
"Grainger, Percy",California,43
"Granados, E.",California,2
"Grantham, Donald",California,9
"Greene, Joni",California,1
"Gregson, Edward",California,1
Gretchaninov,California,1
"Grice, Rob",California,4
"Grieg, Edvard",California,7
"Griffes, Charles",California,1
"Gross, Charles",California,3
"Grundman, Clare",California,33
"Guilmant, Félix Alexandre",California,2
Guly,California,1
"Gurlitt, Cornelius",California,1
"Hadermann, J.",California,1
"Hadley, Henry Kimball",California,1
"Haenschen, Gustave",California,1
"Hailstork, Adolphus",California,1
"Halliday, Paul",California,3
"Halvorsen, Johan",California,2
"Handel, George Frideric",California,49
"Hannickel, Mike",California,4
"Hanson, Howard",California,15
"Hanssen, Johannes",California,2
"Harbaugh, Lee",California,1
"Harbinson, William G.",California,2
"Harris, Doug",California,2
"Hart, Paul",California,1
"Hartley, Walter",California,5
"Hasse, Johann",California,1
"Havely, Pete",California,1
"Haydn, Franz Joseph",California,8
"Hayman, Richard",California,1
"Hazelman, Herbert",California,1
"Hazo, Samuel",California,14
"Hearshen, Ira",California,3
"Heins, John",California,1
"Heisinger, Brent",California,3
"Helbig, O.H.",California,1
"Henderson, Gary",California,1
Herbert,California,1
"Herfurth, Clarence",California,2
"Hermann, Ralph",California,5
"Hernandez, A.",California,1
"Hérold, Ferdinand",California,1
"Hesketh, Kenneth",California,1
"Higgins, John",California,6
"Hill, Donald",California,4
"Hilliard, Quincy",California,3
"Himes, William",California,9
"Hindemith, Paul",California,2
"Hodges, Steve",California,11
"Hogg, Brian",California,2
Hoier,California,1
"Holcombe, Bill",California,1
"Holesovsky, Jaroslav",California,1
"Holmes, Paul",California,2
"Holsinger, David",California,17
"Holst, Gustav",California,23
"Hosay, James L.",California,2
"Hoshina, Hiroshi",California,1
Howard,California,1
"Howland, Russell S.",California,1
"Hubbell, F.",California,3
"Huckeby, Ed",California,12
"Hudadoff, I.",California,1
"Hull, Grant",California,5
"Hultgren, Ralph",California,2
"Humel, Gerald",California,2
"Humperdinck, Englebert",California,3
"Hunsberger, Donald",California,1
"Husa, Karel",California,7
"Iannaccone, Anthony",California,1
"Ingalls, Matt",California,1
"Ippolitov-Ivanov, Nicolai",California,1
"Irons, Mark",California,1
"Isaac, H.",California,4
"Isaac, Merle",California,1
"Ito, Yasuhide",California,2
"Ivanovici, Iosif",California,1
"Ives, Charles",California,9
"Jackson, Leroy",California,9
"Jacob, Gordon",California,9
"Jadin, L.",California,3
"Jager, Robert",California,20
"Jarnefelt, A.",California,1
"Jenkins, Darren",California,3
"Jenkins, Joseph Willcox",California,3
"Jennings, Paul",California,4
Johnson,California,15
Johnston,California,2
"Jones, Clifton",California,2
"Jones, Robert K. ",California,1
"Jordan, Robert",California,1
"Kabalevsky, Dmitri",California,6
"Kahelin, T.",California,3
Kaisershot,California,1
"Kalinnikov, Vasily",California,1
"Kallman, Daniel",California,2
"Kaneda, Bin",California,3
"Karg-Elert, Sigfrid",California,2
"Karrick, Brant",California,6
"Katz, Judith",California,1
"Kay, Ulysses",California,1
"Kechley, Gerald",California,2
"Keen, Marta",California,1
Kerko,California,1
"Kerkorian, George (psued. David Brentwood & Ezra Penn)",California,2
"Ketelbey, Albert",California,1
"Khatchaturian, Amram",California,2
"Kiefer, Ed",California,1
"King, Karl L.",California,1
"Kinyon, John",California,57
"Kirby, Rick",California,2
"Kirck, George T.",California,1
"Kistler, Cyrill",California,2
"Knighton, Simon",California,1
"Knoener, Ronald",California,2
"Knox, Thomas",California,2
"Kopetz, Barry E.",California,3
"Kopmar, Israel",California,1
"Kosma, Joseph",California,1
"Kozhevnikov, Boris",California,1
"Kramer, Timothy",California,1
"Kreines, Joseph",California,1
"Kroeger, K.",California,2
Laas,California,2
"LaGassey, Homer",California,2
Lalande,California,1
"Lalo, Eduard",California,1
"LaPlante, Pierre",California,16
Lara,California,1
"Latham, William",California,6
Lauder,California,1
"Lauridsen, Morten",California,3
"Leckrone, Mike",California,2
"Lee, R.",California,2
Legrady,California,1
"Leidzén, Erik",California,3
Leonard,California,1
Liadov,California,1
"Lindroth, Scott",California,1
"Linn, Robert",California,2
"Lipton, Bob",California,1
"Liszt, Franz",California,1
Livingston,California,2
Lloyd,California,1
"Lo Presti, Ronald",California,2
Locke,California,1
"Loest, Timothy",California,3
"Longfield, Robert",California,1
"Lopez, Victor",California,3
Lotti,California,1
Lowden,California,1
"Lowry, Robert",California,1
"Lucas, Elena Roussanova",California,2
"Luigini, Alexandre",California,1
"Luke, Ray",California,2
"Lully, Jean-Baptiste",California,4
Macbeth,California,1
"MacDowell, Edward",California,5
"Mackey, John",California,14
MacTaggart,California,1
Madden,California,1
"Mahaffey, Jim",California,1
"Mahler, Gustav",California,3
"Mahoney, Shafer",California,1
"Mahr, Timothy",California,3
"Maillart, Louis",California,1
"Mailman, Martin",California,3
"Makris, Andreas",California,1
Maltby,California,2
Marcello,California,3
"Margolis, Bob",California,9
Markham,California,1
"Markowski, Michael",California,10
"Márquez, Arturo",California,1
"Mascagni, Pietro",California,2
"Mashima, T.",California,1
"Maslanka, David",California,6
"Massenet, Jules",California,5
"McBeth, W. Francis",California,26
Mccauley,California,1
McFarland,California,1
"McGinty, Anne",California,33
"McKay, Neil",California,6
"McLin, Edward",California,7
"Memley, K.",California,1
"Mendelssohn, Felix",California,16
"Mennin, Peter",California,1
"Menotti, Gian Carlo",California,2
Mesang,California,1
"Meyer, Richard",California,7
"Mier, Shirley",California,1
"Milburn, Dwayne S.",California,1
"Miles, Timothy",California,1
"Milford, Gene",California,2
"Milhaud, Darius",California,2
"Miller, C.",California,1
"Mitchell, Rex",California,5
"Mixon, Kevin",California,1
"Moehlmann, Roland",California,2
"Monteverdi, Claudio",California,1
"Morales, Erik",California,2
Moren,California,1
"Morley, Thomas",California,2
Morris,California,1
"Morrissey, John J.",California,13
"Moss, John",California,4
Moszkowski,California,1
"Mouret, J.J.",California,1
"Mozart, Wolfgang Amadeus",California,23
"Muffat, G.",California,1
"Murtha, Paul",California,1
"Musella, Gabriel",California,1
"Mussorgsky, Modest",California,10
"Myers, David",California,5
Nagy,California,1
Navarro,California,1
"Neeck, Larry",California,2
"Nelhybel, Vaclav",California,19
"Nelson, Ron",California,8
"Nestico, Sammy",California,4
Niblock,California,2
"Niehaus, Lennie",California,2
"Nielsen, Carl",California,1
"Nixon, Roger",California,9
Norman,California,1
Norred,California,1
"Nott, D.",California,1
"Nowak, Jerry",California,1
Nyquist,California,2
"O'Connor, M.",California,1
"O'Connor, Thomas",California,1
"O'Laughlin, Sean",California,4
"O'Neil, Stuart",California,1
"O'Reilly, John",California,35
"Oare, Michael",California,2
Odgen,California,1
"Offenbach, Jacques",California,6
Olivadoti,California,1
"Orff, Carl",California,1
Ortone,California,3
"Osborne, Chester",California,4
"Osmon, Leroy",California,2
"Osterling, Eric",California,10
Ostransky,California,1
"Owens, William",California,9
"Palestrina, Giovanni",California,4
Panerio,California,2
"Pann, Carter",California,2
Papini,California,1
"Parés, G.",California,5
"Paulson, J.",California,1
"Paulus, Steven",California,1
"Pearson, Bruce",California,8
Pennington,California,1
"Pergolesi, Giovanni Battista",California,2
"Perrine, Aaron",California,1
"Persichetti, Vincent",California,13
Petersen,California,1
Phillips,California,2
Piato,California,1
Piccini,California,1
"Pierne, Gabriel",California,2
"Piston, Walter",California,1
"Pitter, D.",California,1
"Pitts, William",California,2
"Ployhar, James",California,33
Pottenger,California,1
"Poulenc, Francis",California,1
Powers,California,1
"Praetorius, Michael",California,4
Presser,California,1
"Preuninger, Bruce",California,2
"Prokofiev, Sergey",California,8
Prudy,California,1
"Puccini, Giacomo",California,3
"Purcell, Henry",California,17
Purvis,California,1
Quinn,California,1
"Rachmaninoff, Sergei",California,4
"Ragsdale, Van",California,1
Raleigh,California,1
"Rameau, Jean-Philippe",California,3
"Rath, Eric",California,1
"Ravel, Maurice",California,6
Rawsthorne,California,1
"Razo, S.",California,1
"Reed, Alfred",California,35
"Reed, H. Owen",California,1
"Reinecke, Carl",California,4
"Reineke, Steven",California,9
"Respighi, Ottorino",California,4
"Revueltas, Silvestre",California,1
Rex,California,1
Reynolds,California,7
"Rhoads, William",California,8
"Rhodes, Phillip",California,1
Richardson,California,1
"Riegger, Wallingford",California,2
"Rimsky-Korsakov, Nikolay",California,19
Ringwald,California,1
"Rocherolle, E.",California,1
"Rogers, Mekel",California,3
"Romeyn, Robert",California,6
"Root, Thomas",California,3
"Rossini, Gioachino",California,9
"Roszell, Patrick",California,1
"Rouse, Steve",California,3
Rubenstein,California,1
"Rudgers, Gregory",California,3
"Rudin, Rolf",California,2
"Running, A.",California,1
Rusch,California,1
Russo,California,1
Ryberg,California,1
"Ryden, W.",California,1
"Saint-Saëns, Camille",California,5
Salter,California,1
"Satie, Erik",California,3
"Saucedo, Richard",California,15
Saylor,California,1
"Scarlatti, Domenico",California,3
"Scarmolin, A.L.",California,1
Schein,California,1
"Schiedt, Samuel",California,1
"Schinstine, William",California,1
Schmidt,California,3
"Schmitt, Florent",California,1
Schnoebelen,California,1
"Schoenberg, Arnold",California,1
"Schubert, Franz",California,12
"Schuller, Gunther",California,1
"Schuman, William",California,3
"Schumann, Robert",California,9
"Schwantner, Joseph",California,1
"Scriabin, Alexander",California,3
"Sebesky, Gerald",California,3
"Seward, Nancy",California,1
"Shaffer, David",California,22
"Shapiro, Alex",California,1
"Sharp, Chris",California,2
"Sheldon, Robert",California,44
"Shelton, Melvin",California,1
Sherrill,California,1
"Shostakovich, Dmitri",California,13
"Sibelius, Jean",California,3
"Siegmeister, Elie",California,1
Siennicki,California,1
"Silva, Alan Lee",California,3
Simeone,California,1
"Slocum, Earl",California,1
"Smetana, Bedrich",California,5
Smith,California,52
"Smith, C",California,1
"Smith, Robert W.",California,8
"Snoeck, Kenneth",California,1
Soiseth,California,1
Soler,California,1
"Sor, Fernando",California,1
"Spaniola, Joseph",California,1
Spark,California,3
"Sparke, Philip",California,10
"Spears, Jared",California,17
"Spinney, Charles",California,2
Spino,California,1
"Spittal, Robert",California,1
"Stalter, Todd",California,5
"Stamp, Jack",California,9
"Standridge, Randall D.",California,17
"Starer, Robert",California,3
"Stevens, Halsey",California,2
"Stevens, John",California,1
"Still, William Grant",California,2
Stone,California,1
"Story, Michael",California,16
Stouffer,California,2
"Strauss, Johann",California,14
"Stravinsky, Igor",California,5
"Strommen, Carl",California,15
Struppa,California,1
"Stuart, Hugh M.",California,11
"Stubbs, D.",California,1
"Sudduth, James",California,4
"Sullivan, Arthur",California,6
"Surinach, C.",California,1
"Susato, Tielman",California,6
"Suter, Anthony",California,1
"Swearingen, James",California,44
"Sweeney, Michael",California,23
"Tallis, Thomas",California,1
Tansman,California,1
"Tatgenhorst, John",California,6
"Taylor, C.",California,2
"Tchaikovsky, Peter Ilich",California,25
"Telemann, Georg Philipp",California,2
"Texidor, Jaime",California,1
Thielman,California,4
Thiry,California,1
"Thomas, Ambroise",California,3
"Thompson, Donald",California,1
"Thompson, Virgil",California,1
Thornton,California,1
"Ticheli, Frank",California,28
"Tohno, S.",California,1
Tolmage,California,1
"Torke, Michael",California,1
"Torroba, F.",California,1
"Tower, Joan",California,1
traditional,California,1
Trongone,California,1
Tschesnokov,California,1
Tubb,California,1
"Tucker, Benjamin",California,1
"Tucker, Christopher",California,3
"Tull, Fisher",California,5
"Turina, Joaquín",California,3
"Turnbull, K.",California,2
"Turrin, Joseph",California,1
Tyler,California,4
"Tyra, Thomas",California,1
unknown,California,20
Vactor,California,1
"van Beringen, Roland",California,2
"Van der Roost, Jan",California,14
"van Lijnshooten, Henk",California,4
"Vaughan Williams, Ralph",California,16
Velke,California,1
"Verdi, Giuseppe",California,6
Verrall,California,1
"Vertoske, Michael",California,2
"Villa-Lobos, Heitor",California,2
"Vinson, Johnny",California,3
"Vivaldi, Antonio",California,3
"von Suppé, Franz",California,4
"von Weber, Carl Maria",California,1
"Wada, Naoya",California,1
Wagner,California,7
"Wagner, Richard",California,23
"Walczyk, Kevin",California,2
"Walker, George",California,3
Walter,California,1
"Walton, William",California,5
"Ward, Norman",California,4
"Warlock, Peter",California,1
"Washburn, Robert",California,14
"Wasson, John",California,2
"Waters, Tim",California,1
"Watson, Scott",California,3
Weber,California,4
Weed,California,1
"Weinberger, Jaromír",California,2
"Weiner, Lawrence",California,2
Weingerger,California,1
"Welcher, Dan",California,3
"Weller, Travis J.",California,1
"Wells, D.",California,1
Wernick,California,1
"Whear, Paul",California,13
"Whitacre, Eric",California,7
Whitcomb,California,1
"White, Donald",California,8
"Whitney, Maurice",California,12
"Wiley, Charles A.",California,2
Wilkinson,California,1
Willan,California,2
Willes,California,1
Williams,California,35
"Williams, Clifton",California,2
"Williams, Mark",California,1
Williamson,California,1
Wilson,California,1
"Wilson, Dana",California,4
Wittrock,California,1
"Wood, Haydn",California,2
"Work, Julian",California,3
"Yagisawa, Satoshi",California,3
"Yamada, Kōsaku",California,1
"Yurko, Bruce",California,1
"Zaninelli, Luigi",California,2
Zaumeyer,California,1
"Zdechlik, John",California,8
"Ziek, Gary",California,1
"Zingarelli, Niccolo Antonio",California,1
"Adams, John",Texas,1
"Aitken, H.",Texas,1
"Akey, Douglas",Texas,4
"Albéniz, Isaac",Texas,1
"Alberty, Craig",Texas,2
"Alexander, R.",Texas,1
"Alford, Harry",Texas,1
"Alford, Kenneth",Texas,1
"Allen, Fred J.",Texas,7
"Anderson, Leroy",Texas,5
"Andrews, James",Texas,2
"Arbeau, Thoinot",Texas,1
"Arcari, Tyler",Texas,1
"Arnold, Malcolm",Texas,6
"Bach, J.S.",Texas,27
"Bach, W.F.",Texas,1
"Bain, J.",Texas,1
"Balent, Andrew",Texas,2
"Balmages, Brian",Texas,32
"Barber, Clarence",Texas,1
"Barber, Samuel",Texas,4
"Barker, Warren",Texas,4
"Barnes, James",Texas,11
"Barrett, Roland",Texas,4
"Bartok, Bela",Texas,4
"Barton, Stephen",Texas,2
"Basler, Paul",Texas,1
"Beck, Brian",Texas,3
"Beckham, Dwight",Texas,1
"Bedford, D.",Texas,1
"Beethoven, Ludwig van",Texas,6
"Bell, Jeremy",Texas,1
"Bennett, Robert Russell",Texas,2
"Benson, Warren",Texas,4
"Berlioz, Hector",Texas,7
"Bernotas, Chris",Texas,3
"Bernstein, Leonard",Texas,5
"Biebl, Franz",Texas,1
"Bilik, Jerry",Texas,1
"Billings, William",Texas,2
"Bizet, Georges",Texas,2
"Black, Dave",Texas,2
"Bobrowitz, David",Texas,3
"Bocook, Jay",Texas,3
"Boerma, Scott",Texas,1
"Bolcom, William",Texas,1
"Booker Jr., Charles L.",Texas,1
"Borodin, Alexander",Texas,2
"Boss, Andrew",Texas,1
"Bourgeois, Derek",Texas,2
"Boyd, John",Texas,1
"Boysen, Andrew",Texas,5
"Brahms, Johannes",Texas,6
"Branchfield, A.",Texas,2
"Bray, Bruce C.",Texas,1
"Bremer, Carolyn",Texas,1
Brisman,Texas,2
"Britten, Benjamin",Texas,1
"Broege, Timothy",Texas,5
"Brooks, B.J.",Texas,2
"Bruckner, Anton",Texas,1
"Bryant, Steven",Texas,4
"Buckley, Lewis J.",Texas,1
"Buckley, Robert",Texas,2
"Bukvich, Daniel",Texas,1
"Bulla, Stephen",Texas,4
"Burns, Patrick",Texas,5
"Butterworth, George",Texas,1
"Byrd, William",Texas,4
"Cacavas, John",Texas,2
"Calhoun, Bill",Texas,2
"Camphouse, Mark",Texas,8
"Carnahan, John",Texas,1
"Carroll, Fergal",Texas,1
"Carter, Charles",Texas,3
"Cesarini, Franco",Texas,1
"Chabrier, Emmanuel",Texas,1
"Chambers, Carol Brittin",Texas,4
"Chance, John Barnes",Texas,7
"Cheetham, John",Texas,1
Cherubini,Texas,1
"Chobanian, Loris",Texas,2
"Cichy, Roger",Texas,4
"Clark, Larry",Texas,16
"Coakley, Donald",Texas,1
"Coker, W.",Texas,1
"Coles, Jay",Texas,1
"Colgrass, Michael",Texas,3
"Colonna, Jim",Texas,1
"Colquitt, Don",Texas,1
"Conaway, Matt",Texas,3
"Conley, Lloyd",Texas,1
"Conte, David",Texas,1
"Copland, Aaron",Texas,12
"Corelli, Arcangelo",Texas,2
"Corigliano, John",Texas,2
"Corrigan, B.",Texas,1
"Couperin, François",Texas,1
"Court, Douglas",Texas,1
"Creston, Paul",Texas,3
"Cross, Travis",Texas,1
"Cummings, Walter",Texas,3
"Curiale, Joseph",Texas,1
"Curnow, James",Texas,17
"Custer, Calvin",Texas,3
"Daehn, Larry",Texas,8
"Dahl, Ingolf",Texas,1
"Danielpour, Richard",Texas,1
"Daniels, M.L.",Texas,1
"Danner, Greg",Texas,1
"Danyew, Steve",Texas,1
"Daugherty, Michael",Texas,3
"Daughtrey, Nathan",Texas,2
"Davis, Albert O.",Texas,5
"de Cabezon, A.",Texas,1
"de Haan, Jacob",Texas,4
"de Meij, Johan",Texas,2
"de Victoria, Tomas Luis ",Texas,1
"Debussy, Claude",Texas,3
"del Borgo, Elliot",Texas,26
"del Tredici, David",Texas,2
"Dello Joio, Norman",Texas,8
"DeMott, Curt",Texas,1
"Diamond, David",Texas,1
"DiLasso, Orlando",Texas,1
"Director, Scott",Texas,1
"Dooley, Paul",Texas,1
"Drake, Brian",Texas,1
"Duffy, Thomas",Texas,1
"Dukas, Paul",Texas,2
"Duncombe, William",Texas,1
"Dvorak, Antonin",Texas,10
"Edmondson, John",Texas,12
"Eidson, J.",Texas,1
"Elgar, Edward",Texas,5
"Ellerby, Martin",Texas,3
"Erickson, Frank",Texas,12
"Eveland, Dennis",Texas,3
"Ewazen, Eric",Texas,1
"Fagan, Gary",Texas,2
"Fairlie, Edward",Texas,1
"Farmer, George",Texas,2
"Farnon, Robert",Texas,2
"Fauchet, Paul",Texas,1
"Faure, Gabriel",Texas,4
"Feld, Jindřich",Texas,1
"Feldstein, Sandy",Texas,1
"Fillmore, Henry",Texas,1
"Finlayson, Walter",Texas,1
"Fischer, J.S.C.",Texas,1
"Fischer, T.",Texas,1
"Fletcher, Percy",Texas,2
"Forbes, G.",Texas,1
"Ford, Ralph",Texas,1
"Forrest, Dan",Texas,1
"Forsblad, Leland",Texas,4
"Forte, A.R.",Texas,2
"Foster, Robert E.",Texas,2
"Fox, Earl",Texas,1
"Frackenpohl, Arthur",Texas,1
"Fraley, Ryan",Texas,1
"Franck, Cesar",Texas,1
"Frantzen, John",Texas,1
"French, Daniel",Texas,1
"Frescobaldi, Girolamo",Texas,4
Freund. Don,Texas,1
"Fry, Tommy J.",Texas,2
"Fuchs, Kenneth",Texas,1
"Gabrieli, Giovanni",Texas,2
"Galante, Rossano",Texas,4
"Gandolfi, Michael",Texas,1
"Gassi, Vince",Texas,1
"Gazlay, Gary",Texas,3
"George, Ryan",Texas,1
"Gervaise, C.",Texas,1
"Giannini, Vittorino",Texas,5
"Gibson, John Wesley",Texas,2
"Gilbert, Jay",Texas,1
"Gillingham, David",Texas,6
"Gillis, Don",Texas,1
"Gilroy, Gary P.",Texas,2
"Giovannini, Caesar",Texas,4
"Giroux, Julie",Texas,13
"Gjeilo, Ola",Texas,1
"Gliere, Rienhold",Texas,1
"Glinka, Mikhail",Texas,1
"Golemo, Michael",Texas,1
"Goossens, Eugene",Texas,1
"Gorb, Adam",Texas,2
"Gordon, Philip",Texas,7
"Gorham, David",Texas,6
"Gossec, Francois-Joseph",Texas,1
"Gould, Morton",Texas,7
"Gounod, Charles",Texas,1
"Graham, Peter",Texas,3
"Grainger, Percy",Texas,37
"Granados, E.",Texas,1
"Grant, Tyler S.",Texas,1
"Grantham, Donald",Texas,9
"Greene, Joni",Texas,1
"Greene, M.M.",Texas,1
"Gregson, Edward",Texas,1
"Grice, Rob",Texas,2
"Grieg, Edvard",Texas,5
"Griffes, Charles",Texas,1
"Grundman, Clare",Texas,13
"Hadermann, J.",Texas,1
"Halvorsen, Johan",Texas,1
"Handel, George Frideric",Texas,18
"Hannickel, Mike",Texas,3
"Hanson, Howard",Texas,7
"Hanson, Shelley",Texas,5
"Harbaugh, Lee",Texas,1
"Harbinson, William G.",Texas,2
"Hart, Paul",Texas,1
"Hartley, Walter",Texas,1
"Haydn, Franz Joseph",Texas,3
"Hazo, Samuel",Texas,13
"Hearshen, Ira",Texas,3
"Heisinger, Brent",Texas,1
"Hellmesberger, Joseph",Texas,1
"Hermann, Ralph",Texas,1
"Hernandez, A.",Texas,1
"Hesketh, Kenneth",Texas,1
"Higgins, John",Texas,2
"Hilliard, Quincy",Texas,6
"Himes, William",Texas,6
"Hindemith, Paul",Texas,3
"Hodges, Steve",Texas,4
"Hodkinson, Sydney",Texas,1
"Hogg, Brian",Texas,2
"Hokoyama, Wataru",Texas,1
"Holmes, Paul",Texas,1
"Holsinger, David",Texas,12
"Holst, Gustav",Texas,18
"Hook, James",Texas,1
"Hosay, James L.",Texas,2
"Hoshina, Hiroshi",Texas,2
"Huckeby, Ed",Texas,7
"Hudadoff, I.",Texas,1
"Hull, Grant",Texas,2
"Hultgren, Ralph",Texas,1
"Husa, Karel",Texas,4
"Iannaccone, Anthony",Texas,3
"Ippolitov-Ivanov, Nicolai",Texas,1
"Ito, Yasuhide",Texas,2
"Ives, Charles",Texas,5
"Jacob, Gordon",Texas,8
"Jadin, L.",Texas,2
"Jager, Robert",Texas,7
"Jenkins, Darren",Texas,2
"Jenkins, Joseph Willcox",Texas,1
"Jennings, Paul",Texas,1
"Jianfang, Yu",Texas,1
"Johnson, S.",Texas,1
"Johnson, Timothy",Texas,3
"Jordan, R.",Texas,1
