Orch,Comp,Weight,Comp.Gen
Fresno,"Frank, Gabriela Lena",1,4
Fresno,"Liszt, Franz",1,1
Fresno,"Mozart, Wolfgang Amadeus",2,1
Fresno,"Tchaikovsky, Peter Ilich",1,1
Fresno,"Walker, George",1,3
Fresno,"Wineglass, John",1,3
Grand Rapids Symphony,"Assad, Clarice",1,4
Grand Rapids Symphony,"Bacewicz, Grazyna",1,2
Grand Rapids Symphony,"Beethoven, Ludwig van",7,1
Grand Rapids Symphony,"Bolcolm, William",1,1
Grand Rapids Symphony,"Brahms, Johannes",1,1
Grand Rapids Symphony,"Bruch, Max",1,1
Grand Rapids Symphony,"Copland, Aaron",2,1
Grand Rapids Symphony,"Debussy, Claude",1,1
Grand Rapids Symphony,"Dvořák, Antonín",1,1
Grand Rapids Symphony,"Falla, Manuel de",1,1
Grand Rapids Symphony,"Gershwin, George",1,1
Grand Rapids Symphony,"Ginastera, Alberto",1,3
Grand Rapids Symphony,"Mahler, Gustav",1,1
Grand Rapids Symphony,"Mendelssohn, Fanny",1,2
Grand Rapids Symphony,"Mendelssohn, Felix",2,1
Grand Rapids Symphony,"Montgomery, Jessie",1,4
Grand Rapids Symphony,"Mozart, Wolfgang Amadeus",4,1
Grand Rapids Symphony,"Poulenc, Francis",1,1
Grand Rapids Symphony,"Prokofiev, Sergey",1,1
Grand Rapids Symphony,"Rodrigo, Joaquín",1,1
Grand Rapids Symphony,"Schumann, Robert",1,1
Grand Rapids Symphony,"Shekhar, Nina",1,4
Grand Rapids Symphony,"Stephenson, James M.",1,1
Grand Rapids Symphony,"Tchaikovsky, Peter Ilich",2,1
Grand Rapids Symphony,"Villa-Lobos, Heitor",1,3
Grant Park,"Barber, Samuel",1,1
Grant Park,"Beethoven, Ludwig van",1,1
Grant Park,"Bernstein, Leonard",2,1
Grant Park,"Bizet, Georges",1,1
Grant Park,"Boulanger, Lili",1,2
Grant Park,"Brahms, Johannes",1,1
Grant Park,"Britten, Benjamin",1,1
Grant Park,"Brouwer, Margaret",1,2
Grant Park,"Bruckner, Anton",1,1
Grant Park,"Clyne, Anna",1,2
Grant Park,"Debussy, Claude",1,1
Grant Park,"Dove, Jonathan",1,1
Grant Park,"Dvořák, Antonín",1,1
Grant Park,"Frank, Gabriela Lena",1,4
Grant Park,"Grieg, Edvard",2,1
Grant Park,"Handel, George Frideric",1,1
Grant Park,"Haydn, Franz Joseph",2,1
Grant Park,"Joplin, Scott",1,3
Grant Park,"Kim, Texu",1,3
Grant Park,"Lowden, Robert",1,1
Grant Park,"Mendelssohn, Felix",1,1
Grant Park,"Mercadante, Saverio",1,1
Grant Park,"Mozart, Wolfgang Amadeus",1,1
Grant Park,"Offenbach, Jacques",1,1
Grant Park,"Perry, Julia",1,4
Grant Park,"Price, Florence",1,4
Grant Park,"Rossini, Gioachino",1,1
Grant Park,"Saint-Saëns, Camille",2,1
Grant Park,"Schubert, Franz",1,1
Grant Park,"Shaw, Caroline",1,2
Grant Park,"Shchedrin, Rodion",1,1
Grant Park,"Shostakovich, Dmitri",1,1
Grant Park,"Sibelius, Jean",2,1
Grant Park,"Sousa, John Phillip",1,1
Grant Park,"Tchaikovsky, Peter Ilich",2,1
Grant Park,"Vivaldi, Antonio",1,1
Grant Park,"Walker, George",1,3
Grant Park,"Williams, John",1,1
Greensboro,"Beethoven, Ludwig van",2,1
Greensboro,"Berlioz, Hector",1,1
Greensboro,"Brahms, Johannes",2,1
Greensboro,"Chopin, Frédéric",1,1
Greensboro,"Coleridge-Taylor, Samuel",1,3
Greensboro,"Copland, Aaron",1,1
Greensboro,"Dvořák, Antonín",1,1
Greensboro,"Ellington, Duke",1,3
Greensboro,"Glinka, Mikhail",1,1
Greensboro,"Mendelssohn, Felix",1,1
Greensboro,"Mozart, Wolfgang Amadeus",1,1
Greensboro,"Schumann, Robert",1,1
Greensboro,"Strauss, Richard",1,1
Greensboro,"Tchaikovsky, Peter Ilich",2,1
Greensboro,"Weber, Carl Maria von",1,1
Greenville Symphony Orchestra,"Assad, Clarice",1,4
Greenville Symphony Orchestra,"Beethoven, Ludwig van",1,1
Greenville Symphony Orchestra,"Brahms, Johannes",1,1
Greenville Symphony Orchestra,"Dvořák, Antonín",2,1
Greenville Symphony Orchestra,"Mendelssohn, Felix",1,1
Greenville Symphony Orchestra,"Mozart, Wolfgang Amadeus",2,1
Greenville Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Greenville Symphony Orchestra,"Saint-Saëns, Camille",1,1
Greenville Symphony Orchestra,"Shostakovich, Dmitri",1,1
Greenville Symphony Orchestra,"Sibelius, Jean",1,1
Greenville Symphony Orchestra,"Tchaikovsky, Peter Ilich",2,1
Harrisburg Symphony Orchestra,"Beethoven, Ludwig van",1,1
Harrisburg Symphony Orchestra,"Bloch, Ernest",1,1
Harrisburg Symphony Orchestra,"Brahms, Johannes",1,1
Harrisburg Symphony Orchestra,"Coleman, Valerie",1,4
Harrisburg Symphony Orchestra,"Copland, Aaron",1,1
Harrisburg Symphony Orchestra,"Frank, Gabriela Lena",1,4
Harrisburg Symphony Orchestra,"Korngold, Erich",1,1
Harrisburg Symphony Orchestra,"Leshnoff, Jonathan",1,1
Harrisburg Symphony Orchestra,"Ludwig, David",1,1
Harrisburg Symphony Orchestra,"Mendelssohn, Felix",1,1
Harrisburg Symphony Orchestra,"Mussorgsky, Modest",1,1
Harrisburg Symphony Orchestra,"Prokofiev, Sergey",1,1
Harrisburg Symphony Orchestra,"Puts, Kevin",1,1
Harrisburg Symphony Orchestra,"Saint-Saëns, Camille",1,1
Harrisburg Symphony Orchestra,"Sibelius, Jean",1,1
Harrisburg Symphony Orchestra,"Simon, Carlos",1,3
Harrisburg Symphony Orchestra,"Vaughan Williams, Ralph",1,1
Hartford Symphony Orchestra,"Assad, Clarice",1,4
Hartford Symphony Orchestra,"Beethoven, Ludwig van",2,1
Hartford Symphony Orchestra,"Bernstein, Leonard",1,1
Hartford Symphony Orchestra,"Bizet, Georges",1,1
Hartford Symphony Orchestra,"Copland, Aaron",1,1
Hartford Symphony Orchestra,"Dvořák, Antonín",1,1
Hartford Symphony Orchestra,"Glass, Philip",1,1
Hartford Symphony Orchestra,"Grieg, Edvard",2,1
Hartford Symphony Orchestra,He/Chen,1,3
Hartford Symphony Orchestra,"Karpman, Laura",1,2
Hartford Symphony Orchestra,"Marsalis, Wynton",1,3
Hartford Symphony Orchestra,"Mendelssohn, Felix",2,1
Hartford Symphony Orchestra,"Price, Florence",1,4
Hartford Symphony Orchestra,"Puts, Kevin",1,1
Hartford Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Hartford Symphony Orchestra,"Rimsky-Korsakov, Nikolay",1,1
Hartford Symphony Orchestra,"Rossini, Gioachino",1,1
Hartford Symphony Orchestra,"Shankar, Ravi",1,3
Hartford Symphony Orchestra,"Still, William Grant",1,3
Hartford Symphony Orchestra,"Stravinsky, Igor",1,1
Hartford Symphony Orchestra,"Tchaikovsky, Peter Ilich",2,1
Hilton Head Symphony,"Arriaga, Juan Crisóstomo de,",1,1
Hilton Head Symphony,"Beethoven, Ludwig van",2,1
Hilton Head Symphony,"Bernstein, Leonard",1,1
Hilton Head Symphony,"Brahms, Johannes",1,1
Hilton Head Symphony,"Dvořák, Antonín",1,1
Hilton Head Symphony,"Falla, Manuel de",1,1
Hilton Head Symphony,"Mendelssohn, Felix",1,1
Hilton Head Symphony,"Montgomery, Jessie",1,4
Hilton Head Symphony,"Mozart, Wolfgang Amadeus",1,1
Hilton Head Symphony,"Pärt, Arvo",1,1
Hilton Head Symphony,"Piazzolla, Astor",1,3
Hilton Head Symphony,"Price, Florence",1,4
Hilton Head Symphony,"Ravel, Maurice",1,1
Hilton Head Symphony,"Saint-Saëns, Camille",1,1
Hilton Head Symphony,"Sibelius, Jean",1,1
Hilton Head Symphony,"Tchaikovsky, Peter Ilich",1,1
Hilton Head Symphony,"Watkins, Mary D.",1,2
Houston Symphony,"Bach, J.S.",2,1
Houston Symphony,"Barber, Samuel",1,1
Houston Symphony,"Beethoven, Ludwig van",3,1
Houston Symphony,"Berlioz, Hector",1,1
Houston Symphony,"Bottesini, Giovanni",1,1
Houston Symphony,"Boulanger, Lili",2,2
Houston Symphony,"Bridgetower, George",1,3
Houston Symphony,"Bruch, Max",1,1
Houston Symphony,"Coleridge-Taylor, Samuel",1,3
Houston Symphony,"Copland, Aaron",2,1
Houston Symphony,"Elgar, Edward",1,1
Houston Symphony,"Franck, César",1,1
Houston Symphony,"Higdon, Jennifer",1,2
Houston Symphony,"Liszt, Franz",1,1
Houston Symphony,"Mahler, Gustav",1,1
Houston Symphony,"Rachmaninoff, Sergei",1,1
Houston Symphony,"Ravel, Maurice",1,1
Houston Symphony,"Saariaho, Kaija",1,2
Houston Symphony,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Houston Symphony,"Saint-Saëns, Camille",1,1
Houston Symphony,"Shostakovich, Dmitri",1,1
Houston Symphony,"Stravinsky, Igor",1,1
Houston Symphony,"Tchaikovsky, Peter Ilich",2,1
Houston Symphony,"Theofanidis, Christopher",1,1
Indianapolis Symphony Orchestra,"Barber, Samuel",2,1
Indianapolis Symphony Orchestra,"Bartók, Béla",1,1
Indianapolis Symphony Orchestra,"Berlioz, Hector",1,1
Indianapolis Symphony Orchestra,"Brahms, Johannes",1,1
Indianapolis Symphony Orchestra,"Chabrier, Emmanuel",1,1
Indianapolis Symphony Orchestra,"Chávez, Carlos",1,3
Indianapolis Symphony Orchestra,"Clyne, Anna",1,2
Indianapolis Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Indianapolis Symphony Orchestra,"Connesson, Guillaume",1,1
Indianapolis Symphony Orchestra,"Copland, Aaron",1,1
Indianapolis Symphony Orchestra,"Day, Kevin",1,3
Indianapolis Symphony Orchestra,"Dorman, Avner",1,1
Indianapolis Symphony Orchestra,"Dvořák, Antonín",1,1
Indianapolis Symphony Orchestra,"Falla, Manuel de",1,1
Indianapolis Symphony Orchestra,"Ginastera, Alberto",1,3
Indianapolis Symphony Orchestra,"Gubaidulina, Sofia",1,2
Indianapolis Symphony Orchestra,"Herbert, Victor",1,1
Indianapolis Symphony Orchestra,"Higdon, Jennifer",1,2
Indianapolis Symphony Orchestra,"Hosokawa, Toshio",1,3
Indianapolis Symphony Orchestra,"Johnson, James Price",1,3
Indianapolis Symphony Orchestra,"Korngold, Erich",1,1
Indianapolis Symphony Orchestra,"Mahler, Gustav",1,1
Indianapolis Symphony Orchestra,"Márquez, Arturo",1,3
Indianapolis Symphony Orchestra,"Mendelssohn, Felix",2,1
Indianapolis Symphony Orchestra,"Milhaud, Darius",1,1
Indianapolis Symphony Orchestra,"Moberg, Ida",1,2
Indianapolis Symphony Orchestra,"Montgomery, Jessie",1,4
Indianapolis Symphony Orchestra,"Piazzolla, Astor",1,3
Indianapolis Symphony Orchestra,"Price, Florence",1,4
Indianapolis Symphony Orchestra,"Prokofiev, Sergey",1,1
Indianapolis Symphony Orchestra,"Puccini, Giacomo",1,1
Indianapolis Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Indianapolis Symphony Orchestra,"Rautavaara, Einojuhani",1,1
Indianapolis Symphony Orchestra,"Ravel, Maurice",4,1
Indianapolis Symphony Orchestra,"Rihm, Wolfgang",1,1
Indianapolis Symphony Orchestra,"Rimsky-Korsakov, Nikolay",2,1
Indianapolis Symphony Orchestra,"Ronchetti, Lucia",1,2
Indianapolis Symphony Orchestra,"Rózsa, Miklós",1,1
Indianapolis Symphony Orchestra,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Indianapolis Symphony Orchestra,"Sarasate, Pablo de",2,1
Indianapolis Symphony Orchestra,"Sibelius, Jean",2,1
Indianapolis Symphony Orchestra,"Still, William Grant",1,3
Indianapolis Symphony Orchestra,"Tate, Jerod",1,3
Indianapolis Symphony Orchestra,"Thompson, Joel",1,3
Indianapolis Symphony Orchestra,"Vali, Reza",1,3
Indianapolis Symphony Orchestra,"Vaughan Williams, Ralph",1,1
Indianapolis Symphony Orchestra,"Villa-Lobos, Heitor",1,3
Indianapolis Symphony Orchestra,"White, José Lafitte",1,3
Jacksonville Symphony,"Adès, Thomas",1,1
Jacksonville Symphony,"Bach, J.S.",1,1
Jacksonville Symphony,"Beethoven, Ludwig van",3,1
Jacksonville Symphony,"Brahms, Johannes",2,1
Jacksonville Symphony,"Copland, Aaron",1,1
Jacksonville Symphony,"Dvořák, Antonín",1,1
Jacksonville Symphony,"Ginastera, Alberto",1,3
Jacksonville Symphony,"Haydn, Franz Joseph",1,1
Jacksonville Symphony,"Mozart, Wolfgang Amadeus",5,1
Jacksonville Symphony,"O’regan, Tarik",2,1
Jacksonville Symphony,"Price, Florence",1,4
Jacksonville Symphony,"Ravel, Maurice",2,1
Jacksonville Symphony,"Sibelius, Jean",1,1
Jacksonville Symphony,"Simon, Carlos",1,3
Jacksonville Symphony,"Smetana, Bedřich",1,1
Jacksonville Symphony,"Stravinsky, Igor",1,1
Jacksonville Symphony,"Tchaikovsky, Peter Ilich",1,1
Jacksonville Symphony,"Vaughan Williams, Ralph",1,1
Jacksonville Symphony,"Wagner, Richard",1,1
Kalamazoo Symphony Orchestra,"Bach, J.S.",1,1
Kalamazoo Symphony Orchestra,"Beethoven, Ludwig van",1,1
Kalamazoo Symphony Orchestra,"Brahms, Johannes",1,1
Kalamazoo Symphony Orchestra,"Copland, Aaron",1,1
Kalamazoo Symphony Orchestra,"Dvořák, Antonín",2,1
Kalamazoo Symphony Orchestra,"Holland, Jonathan Bailey",1,3
Kalamazoo Symphony Orchestra,"Mozart, Wolfgang Amadeus",2,1
Kalamazoo Symphony Orchestra,"Previn, Andre",1,1
Kalamazoo Symphony Orchestra,"Ravel, Maurice",1,1
Kalamazoo Symphony Orchestra,"Shostakovich, Dmitri",1,1
Kalamazoo Symphony Orchestra,"Soro, Enrique",1,3
Kalamazoo Symphony Orchestra,"Start, Elizabeth",1,2
Kalamazoo Symphony Orchestra,"Strauss, Richard",1,1
Kalamazoo Symphony Orchestra,"Stravinsky, Igor",1,1
Kansas City Symphony,"Barber, Samuel",1,1
Kansas City Symphony,"Bartók, Béla",1,1
Kansas City Symphony,"Beethoven, Ludwig van",4,1
Kansas City Symphony,"Boulanger, Lili",1,2
Kansas City Symphony,"Brahms, Johannes",2,1
Kansas City Symphony,"Bruch, Max",1,1
Kansas City Symphony,"Clyne, Anna",1,2
Kansas City Symphony,"Copland, Aaron",1,1
Kansas City Symphony,"Debussy, Claude",1,1
Kansas City Symphony,"Dvořák, Antonín",1,1
Kansas City Symphony,"Gershwin, George",1,1
Kansas City Symphony,"Handel, George Frideric",1,1
Kansas City Symphony,"Kahane, Gabriel",1,1
Kansas City Symphony,"Kodály, Zoltán",1,1
Kansas City Symphony,"Mahler, Gustav",1,1
Kansas City Symphony,"Montgomery, Jessie",1,4
Kansas City Symphony,"Mozart, Wolfgang Amadeus",2,1
Kansas City Symphony,"Price, Florence",1,4
Kansas City Symphony,"Prokofiev, Sergey",2,1
Kansas City Symphony,"Purcell, Henry",1,1
Kansas City Symphony,"Rachmaninoff, Sergei",1,1
Kansas City Symphony,"Ravel, Maurice",1,1
Kansas City Symphony,"Rimsky-Korsakov, Nikolay",1,1
Kansas City Symphony,"Rogerson, Chris",1,1
Kansas City Symphony,"Saint-Saëns, Camille",1,1
Kansas City Symphony,"Schumann, Robert",1,1
Kansas City Symphony,"Shostakovich, Dmitri",1,1
Kansas City Symphony,"Sibelius, Jean",1,1
Kansas City Symphony,"Still, William Grant",1,3
Kansas City Symphony,"Strauss, Richard",2,1
Kansas City Symphony,"Stravinsky, Igor",1,1
Kansas City Symphony,"Tchaikovsky, Peter Ilich",2,1
Kansas City Symphony,"Thompson, Joel",1,3
Kansas City Symphony,"Tower, Joan",1,2
Kansas City Symphony,"Turnbull, Stuart Murray",1,1
Knoxville Symphony Orchestra,"Assad, Clarice",1,4
Knoxville Symphony Orchestra,"Barber, Samuel",1,1
Knoxville Symphony Orchestra,"Berlioz, Hector",1,1
Knoxville Symphony Orchestra,"Brahms, Johannes",1,1
Knoxville Symphony Orchestra,"Bruch, Max",1,1
Knoxville Symphony Orchestra,"Coleman, Valerie",1,4
Knoxville Symphony Orchestra,"DeMars, James",1,1
Knoxville Symphony Orchestra,"Elgar, Edward",1,1
Knoxville Symphony Orchestra,"Ellington, Duke",1,3
Knoxville Symphony Orchestra,"Higdon, Jennifer",1,2
Knoxville Symphony Orchestra,"Johnson, James Price",1,3
Knoxville Symphony Orchestra,"McKay, Dosia",1,2
Knoxville Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Knoxville Symphony Orchestra,"Rachmaninoff, Sergei",1,1
Knoxville Symphony Orchestra,"Ravel, Maurice",2,1
Knoxville Symphony Orchestra,"Reid, Ellen",1,2
Knoxville Symphony Orchestra,"Respighi, Ottorino",1,1
Knoxville Symphony Orchestra,"Schachter, Michael",1,1
Knoxville Symphony Orchestra,"Scriabin, Alexander",1,1
Knoxville Symphony Orchestra,"Sibelius, Jean",1,1
Knoxville Symphony Orchestra,"Simon, Carlos",1,3
Knoxville Symphony Orchestra,"Tchaikovsky, Peter Ilich",2,1
Knoxville Symphony Orchestra,"Vivaldi, Antonio",1,1
Lansing Symphony,"Bernstein, Leonard",1,1
Lansing Symphony,"Brahms, Johannes",1,1
Lansing Symphony,"Briggs, Roger",1,1
Lansing Symphony,"Dvořák, Antonín",1,1
Lansing Symphony,"Harlin, Patrick",1,1
Lansing Symphony,"Haydn, Franz Joseph",1,1
Lansing Symphony,"Montgomery, Jessie",1,4
Lansing Symphony,"Mozart, Wolfgang Amadeus",1,1
Lansing Symphony,"Poulenc, Francis",1,1
Lansing Symphony,"Schumann, Robert",1,1
Lansing Symphony,"Shostakovich, Dmitri",1,1
Lansing Symphony,"Sibelius, Jean",1,1
Lansing Symphony,"Tchaikovsky, Peter Ilich",1,1
Las Vegas Philharmonic,"Beethoven, Ludwig van",10,1
Las Vegas Philharmonic,"Contreras, Juan Pablo",1,3
Las Vegas Philharmonic,"Frank, Gabriela Lena",1,4
Las Vegas Philharmonic,"León, Tania",1,4
Las Vegas Philharmonic,"Mazzoli, Missy",1,2
Las Vegas Philharmonic,"Montgomery, Jessie",1,4
Las Vegas Philharmonic,"Shaw, Caroline",1,2
Los Angeles Philharmonic,"Adams, John",1,1
Los Angeles Philharmonic,"Adès, Thomas",1,1
Los Angeles Philharmonic,"Adolphe, Julia",1,2
Los Angeles Philharmonic,"Barber, Samuel",1,1
Los Angeles Philharmonic,"Bartók, Béla",1,1
Los Angeles Philharmonic,"Beethoven, Ludwig van",4,1
Los Angeles Philharmonic,"Berg, Alban",2,1
Los Angeles Philharmonic,"Bjarnason, Daniel",1,1
Los Angeles Philharmonic,"Bowers, Kris",1,3
Los Angeles Philharmonic,"Brahms, Johannes",2,1
Los Angeles Philharmonic,"Bruckner, Anton",1,1
Los Angeles Philharmonic,"Cortés-Álvarez, Francisco",1,3
Los Angeles Philharmonic,"D'netto, Connor",1,3
Los Angeles Philharmonic,"Dvořák, Antonín",1,1
Los Angeles Philharmonic,"Elgar, Edward",1,1
Los Angeles Philharmonic,"Ellington, Duke",7,3
Los Angeles Philharmonic,"Farías, Miguel",1,3
Los Angeles Philharmonic,"Fauré, Gabriel",1,1
Los Angeles Philharmonic,"Garrido-Lecca, Gonzalo",1,3
Los Angeles Philharmonic,"Ginastera, Alberto",1,3
Los Angeles Philharmonic,"Joachim, Nathalie",2,4
Los Angeles Philharmonic,"Korngold, Erich",1,1
Los Angeles Philharmonic,"Loggins-Hull, Allison",1,4
Los Angeles Philharmonic,"Lorenz, Ricardo",1,3
Los Angeles Philharmonic,"Mackey, Steven",1,1
Los Angeles Philharmonic,"Mahler, Gustav",3,1
Los Angeles Philharmonic,"Mendelssohn, Felix",1,1
Los Angeles Philharmonic,"Montgomery, Jessie",1,4
Los Angeles Philharmonic,"Mozart, Wolfgang Amadeus",2,1
Los Angeles Philharmonic,"Muhly, Nico",1,1
Los Angeles Philharmonic,"Nante, Alex",1,3
Los Angeles Philharmonic,"Negrón, Angelica",2,4
Los Angeles Philharmonic,"Ngwenyama, Nokuthula",1,4
Los Angeles Philharmonic,"Ogonek, Elizabeth",1,2
Los Angeles Philharmonic,"Ortiz, Gabriela",1,4
Los Angeles Philharmonic,Pamela Z,2,4
Los Angeles Philharmonic,"Pärt, Arvo",1,1
Los Angeles Philharmonic,"Prokofiev, Sergey",3,1
Los Angeles Philharmonic,"Rachmaninoff, Sergei",2,1
Los Angeles Philharmonic,"Ravel, Maurice",3,1
Los Angeles Philharmonic,"Reich, Steve",1,1
Los Angeles Philharmonic,"Revueltas, Silvestre",1,3
Los Angeles Philharmonic,"Saariaho, Kaija",1,2
Los Angeles Philharmonic,"Salonen, Esa-Pekka",1,1
Los Angeles Philharmonic,"Schoenberg, Arnold",1,1
Los Angeles Philharmonic,"Scriabin, Alexander",1,1
Los Angeles Philharmonic,"Shekhar, Nina",1,4
Los Angeles Philharmonic,"Shostakovich, Dmitri",1,1
Los Angeles Philharmonic,"Smith, Gabriella",1,2
Los Angeles Philharmonic,"Still, William Grant",1,3
Los Angeles Philharmonic,"Strauss, Richard",3,1
Los Angeles Philharmonic,"Stravinsky, Igor",3,1
Los Angeles Philharmonic,"Tchaikovsky, Peter Ilich",2,1
Los Angeles Philharmonic,"Thorvaldsdottir, Anna",1,2
Los Angeles Philharmonic,"Tilson Thomas, Michael",1,1
Los Angeles Philharmonic,"Villa-Lobos, Heitor",1,3
Louisiana Philharmonic Orchestra,"Abels, Michael",1,3
Louisiana Philharmonic Orchestra,"Anderson, David",1,1
Louisiana Philharmonic Orchestra,"Barber, Samuel",1,1
Louisiana Philharmonic Orchestra,"Bartók, Béla",1,1
Louisiana Philharmonic Orchestra,"Beethoven, Ludwig van",3,1
Louisiana Philharmonic Orchestra,"Berlioz, Hector",1,1
Louisiana Philharmonic Orchestra,"Bizet, Georges",1,1
Louisiana Philharmonic Orchestra,"Boulanger, Lili",1,2
Louisiana Philharmonic Orchestra,"Brahms, Johannes",1,1
Louisiana Philharmonic Orchestra,"Britten, Benjamin",1,1
Louisiana Philharmonic Orchestra,"Bryan, Courtney",2,4
Louisiana Philharmonic Orchestra,"Coleridge-Taylor, Samuel",1,3
Louisiana Philharmonic Orchestra,"Copland, Aaron",1,1
Louisiana Philharmonic Orchestra,"Cuong, Viet",1,3
Louisiana Philharmonic Orchestra,"Dvořák, Antonín",1,1
Louisiana Philharmonic Orchestra,"Hailstork, Adolphus",1,3
Louisiana Philharmonic Orchestra,"Handel, George Frideric",1,1
Louisiana Philharmonic Orchestra,"Haydn, Franz Joseph",1,1
Louisiana Philharmonic Orchestra,"Ibert, Jacques",1,1
Louisiana Philharmonic Orchestra,"Mendelssohn, Felix",1,1
Louisiana Philharmonic Orchestra,"Milhaud, Darius",1,1
Louisiana Philharmonic Orchestra,"Montgomery, Jessie",1,4
Louisiana Philharmonic Orchestra,"Mozart, Wolfgang Amadeus",1,1
Louisiana Philharmonic Orchestra,"Okoye, Nkeiru",1,4
Louisiana Philharmonic Orchestra,"Perry, Julia",2,4
Louisiana Philharmonic Orchestra,"Reid, Ellen",1,2
Louisiana Philharmonic Orchestra,"Shostakovich, Dmitri",2,1
Louisiana Philharmonic Orchestra,"Simon, Carlos",1,3
Louisiana Philharmonic Orchestra,"Stravinsky, Igor",1,1
Louisiana Philharmonic Orchestra,"Thompson, Joel",1,3
Louisiana Philharmonic Orchestra,Traditional,1,999
Louisiana Philharmonic Orchestra,"Wagner, Richard",1,1
Louisiana Philharmonic Orchestra,"Walker, George",1,3
Louisiana Philharmonic Orchestra,"Weigel, Jay",1,1
Louisiana Philharmonic Orchestra,"Weston, Trevor",2,3
Louisville Symphony,"Abrams, Teddy",1,1
Louisville Symphony,"Beethoven, Ludwig van",1,1
Louisville Symphony,"Berlioz, Hector",1,1
Louisville Symphony,"Bernstein, Leonard",1,1
Louisville Symphony,"Boulanger, Lili",1,2
Louisville Symphony,"Brahms, Johannes",1,1
Louisville Symphony,"Bridges, KiMani",1,4
Louisville Symphony,"Coleman, Valerie",1,4
Louisville Symphony,"Copland, Aaron",1,1
Louisville Symphony,"Dett, R. Nathaniel",1,3
Louisville Symphony,"Farrenc, Louise",1,2
Louisville Symphony,"Frank, Gabriela Lena",1,4
Louisville Symphony,"Gershwin, George",1,1
Louisville Symphony,"Kendall, Hannah",1,4
Louisville Symphony,"Korngold, Erich",1,1
Louisville Symphony,"Lutosławski, Witold",1,1
Louisville Symphony,"Márquez, Arturo",1,3
Louisville Symphony,"Moncayo, José Pablo",1,3
Louisville Symphony,"Negrón, Angelica",1,4
Louisville Symphony,"Prieto, Dafnis",1,3
Louisville Symphony,"Prokofiev, Sergey",1,1
Louisville Symphony,"Rachmaninoff, Sergei",1,1
Louisville Symphony,"Respighi, Ottorino",2,1
Louisville Symphony,"Rimsky-Korsakov, Nikolay",1,1
Louisville Symphony,"Schoenberg, Adam",1,1
Louisville Symphony,"Schubert, Franz",1,1
Louisville Symphony,"Schumann, Robert",1,1
Louisville Symphony,"Tchaikovsky, Peter Ilich",1,1
Louisville Symphony,"Toch, Ernst",1,1
Louisville Symphony,"Villa-Lobos, Heitor",1,3
Lubbock,"Beethoven, Ludwig van",1,1
Lubbock,"Bruckner, Anton",1,1
Lubbock,"Debussy, Claude",1,1
Lubbock,"Handel, George Frideric",1,1
Lubbock,"Saint-Saëns, Camille",2,1
Lubbock,"Scriabin, Alexander",1,1
Lubbock,"Sibelius, Jean",1,1
Lubbock,"Sparr, D.J.",1,1
Lubbock,"Strauss, Richard",1,1
Madison Symphony Orchesta,"Beethoven, Ludwig van",6,1
Madison Symphony Orchesta,"Dvořák, Antonín",1,1
Madison Symphony Orchesta,"Grofé, Ferde",1,1
Madison Symphony Orchesta,"Haydn, Franz Joseph",1,1
Madison Symphony Orchesta,"Honegger, Arthur",1,1
Madison Symphony Orchesta,"Kabalevsky, Dmitri",1,1
Madison Symphony Orchesta,"Kodály, Zoltán",1,1
Madison Symphony Orchesta,"Marsalis, Wynton",1,3
Madison Symphony Orchesta,"Rachmaninoff, Sergei",2,1
Madison Symphony Orchesta,"Ravel, Maurice",1,1
Madison Symphony Orchesta,"Saint-Saëns, Camille",1,1
Madison Symphony Orchesta,"Stravinsky, Igor",1,1
Madison Symphony Orchesta,"Walker, George",1,3
Maryland Symphony,"Beethoven, Ludwig van",1,1
Maryland Symphony,"Brahms, Johannes",1,1
Maryland Symphony,"Brown, Michael",1,1
Maryland Symphony,"Franck, César",1,1
Maryland Symphony,"Hahn, Reynaldo",1,1
Maryland Symphony,"Lee III, James",1,3
Maryland Symphony,"Mahler, Gustav",1,1
Maryland Symphony,"Mendelssohn, Felix",1,1
Maryland Symphony,"Mozart, Wolfgang Amadeus",2,1
Maryland Symphony,"Pierne, Gabriel",1,1
Maryland Symphony,"Pierné, Gabriel",1,1
Maryland Symphony,"Prokofiev, Sergey",1,1
Maryland Symphony,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
Maryland Symphony,"Stravinsky, Igor",1,1
Memphis Symphony Orchestra,"Assad, Clarice",1,4
Memphis Symphony Orchestra,"Beethoven, Ludwig van",3,1
Memphis Symphony Orchestra,"Bernstein, Leonard",1,1
Memphis Symphony Orchestra,"Bostic, Kathryn",1,4
Memphis Symphony Orchestra,"Brahms, Johannes",1,1
Memphis Symphony Orchestra,"Britten, Benjamin",1,1
Memphis Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Memphis Symphony Orchestra,"Dukas, Paul",1,1
Memphis Symphony Orchestra,"Gershwin, George",1,1
Memphis Symphony Orchestra,"Hailstork, Adolphus",1,3
Memphis Symphony Orchestra,"Handel, George Frideric",2,1
