Orch,Comp,Weight,Comp.Gen
Oregon Symphony,"Muhly, Nico",1,1
Oregon Symphony,"Mussorgsky, Modest",1,1
Oregon Symphony,"Rachmaninoff, Sergei",1,1
Oregon Symphony,"Ravel, Maurice",1,1
Oregon Symphony,"Respighi, Ottorino",2,1
Oregon Symphony,"Rimsky-Korsakov, Nikolay",1,1
Oregon Symphony,"Rodrigo, Joaquín",1,1
Oregon Symphony,"Roustom, Kareem",1,3
Oregon Symphony,"Say, Fazil",1,3
Oregon Symphony,"Schumann, Robert",1,1
Oregon Symphony,"Shostakovich, Dmitri",1,1
Oregon Symphony,"Sibelius, Jean",2,1
Oregon Symphony,"Smith, Gabriella",1,2
Oregon Symphony,"Strauss, Johann",1,1
Oregon Symphony,"Strauss, Richard",2,1
Oregon Symphony,"Stravinsky, Igor",1,1
Oregon Symphony,"Tchaikovsky, Peter Ilich",3,1
Oregon Symphony,"Vaughan Williams, Ralph",1,1
Oregon Symphony,"Wagner, Richard",1,1
Oregon Symphony,"Walker, George",1,3
Orlando Philharmonic Orchestra,"Beethoven, Ludwig van",1,1
Orlando Philharmonic Orchestra,"Brahms, Johannes",3,1
Orlando Philharmonic Orchestra,"Coleridge-Taylor, Samuel",1,3
Orlando Philharmonic Orchestra,"Dvořák, Antonín",1,1
Orlando Philharmonic Orchestra,"Gershwin, George",1,1
Orlando Philharmonic Orchestra,"Gottschalk, Louis Moreau",2,1
Orlando Philharmonic Orchestra,"Kahane, Gabriel",1,1
Orlando Philharmonic Orchestra,"Lee III, James",1,3
Orlando Philharmonic Orchestra,"Montgomery, Jessie",1,4
Orlando Philharmonic Orchestra,"Mozart, Wolfgang Amadeus",1,1
Orlando Philharmonic Orchestra,"Negrón, Angelica",1,4
Orlando Philharmonic Orchestra,"Orff, Carl",1,1
Orlando Philharmonic Orchestra,"Sarasate, Pablo de",1,1
Orlando Philharmonic Orchestra,"Shostakovich, Dmitri",1,1
Orlando Philharmonic Orchestra,"Sibelius, Jean",2,1
Orlando Philharmonic Orchestra,"Walker, George",1,3
Orlando Philharmonic Orchestra,Wang Jie,1,4
Orpheus Chamber Orchestra,"Bach, J.S. (arr. Sitkovetsky)",1,1
Orpheus Chamber Orchestra,"Bryan, Courtney",1,4
Orpheus Chamber Orchestra,"Chopin, Frédéric",1,1
Orpheus Chamber Orchestra,"Debussy, Claude",1,1
Orpheus Chamber Orchestra,"Gershwin, George",1,1
Orpheus Chamber Orchestra,"Heggie, Jake",1,1
Orpheus Chamber Orchestra,"Ibert, Jacques",1,1
Orpheus Chamber Orchestra,"Kendall, Hannah",1,4
Orpheus Chamber Orchestra,"Lecuona, Ernesto",1,3
Orpheus Chamber Orchestra,"López-Gavilán, Aldo",1,3
Orpheus Chamber Orchestra,"Mendelssohn, Felix",1,1
Orpheus Chamber Orchestra,"Mozart, Wolfgang Amadeus",1,1
Orpheus Chamber Orchestra,"Rosauro, Ney",1,3
Orpheus Chamber Orchestra,"Rossini, Gioachino",1,1
Orpheus Chamber Orchestra,"Sandoval, Arturo",2,3
Orpheus Chamber Orchestra,"Schubert, Franz",1,1
Orpheus Chamber Orchestra,"Tchaikovsky, Peter Ilich",1,1
Orpheus Chamber Orchestra,"Turina, Joaquin",1,1
Orpheus Chamber Orchestra,"Villa-Lobos, Heitor",1,3
Pacific Symphony,"Beethoven, Ludwig van",10,1
Pacific Symphony,"Boulanger, Lili",1,2
Pacific Symphony,"Brahms, Johannes",1,1
Pacific Symphony,"Carreño, Inocente",1,3
Pacific Symphony,"Copland, Aaron",1,1
Pacific Symphony,"Debussy, Claude",1,1
Pacific Symphony,"Frank, Gabriela Lena",1,4
Pacific Symphony,"Ippolito, Michael",1,1
Pacific Symphony,"MacMillan, James",1,1
Pacific Symphony,"Mahler, Gustav",1,1
Pacific Symphony,"Mazzoli, Missy",1,2
Pacific Symphony,"Mozart, Wolfgang Amadeus",5,1
Pacific Symphony,"Oquin, Wayne",1,1
Pacific Symphony,"Prokofiev, Sergey",1,1
Pacific Symphony,"Rachmaninoff, Sergei",2,1
Pacific Symphony,"Saint-Saëns, Camille",1,1
Pacific Symphony,"Schumann, Robert",1,1
Pacific Symphony,"Shaw, Caroline",1,2
Pacific Symphony,"Strauss, Richard",1,1
Pacific Symphony,"Stravinsky, Igor",1,1
Pacific Symphony,"Tallis, Thomas",1,1
Pacific Symphony,"Tchaikovsky, Peter Ilich",3,1
Pacific Symphony,"Ticheli, Frank",1,1
Pacific Symphony,"Verdi, Giuseppe",1,1
Pasadena Symphony,"Bach, J.S.",1,1
Pasadena Symphony,"Banducci, Brett",1,1
Pasadena Symphony,"Beethoven, Ludwig van",2,1
Pasadena Symphony,"Boccherini, Luigi",1,1
Pasadena Symphony,"Brahms, Johannes",1,1
Pasadena Symphony,"Davids, Brent Michael",1,3
Pasadena Symphony,"Dvořák, Antonín",1,1
Pasadena Symphony,"Frank, Gabriela Lena",1,4
Pasadena Symphony,"Gershwin, George",1,1
Pasadena Symphony,"Grieg, Edvard",1,1
Pasadena Symphony,"Montgomery, Jessie",1,4
Pasadena Symphony,"Mozart, Wolfgang Amadeus",1,1
Pasadena Symphony,"Prokofiev, Sergey",1,1
Pasadena Symphony,"Ravel, Maurice",1,1
Pasadena Symphony,"Schoenberg, Adam",1,1
Pasadena Symphony,"Smith, Gabriella",1,2
Pasadena Symphony,"Tchaikovsky, Peter Ilich",2,1
Pasadena Symphony,"Vivaldi, Antonio",1,1
Peoria Symphony,"Bach, J.S.",5,1
Peoria Symphony,"Beethoven, Ludwig van",1,1
Peoria Symphony,"Boyd, Stephanie Ann",3,2
Peoria Symphony,"Dvořák, Antonín",2,1
Peoria Symphony,"Haydn, Franz Joseph",1,1
Peoria Symphony,"Mozart, Wolfgang Amadeus",2,1
Peoria Symphony,"Rachmaninoff, Sergei",1,1
Peoria Symphony,"Schubert, Franz",1,1
Peoria Symphony,"Tchaikovsky, Peter Ilich",4,1
Peoria Symphony,"Vivaldi, Antonio",1,1
Peoria Symphony,"Williams, John",7,1
Philadelphia Orchestra,"Bach, J.S.",1,1
Philadelphia Orchestra,"Bancks, Jacob",1,1
Philadelphia Orchestra,"Bates, Mason",1,1
Philadelphia Orchestra,"Beethoven, Ludwig van",2,1
Philadelphia Orchestra,"Brahms, Johannes",1,1
Philadelphia Orchestra,"Dvořák, Antonín",1,1
Philadelphia Orchestra,"Ellington, Duke",1,3
Philadelphia Orchestra,"Gershwin, George",1,1
Philadelphia Orchestra,"Handel, George Frideric",1,1
Philadelphia Orchestra,"Harberg, Amanda",1,2
Philadelphia Orchestra,"Holcomb, Robin",1,2
Philadelphia Orchestra,"Ibert, Jacques",1,1
Philadelphia Orchestra,"Johnson, James Weldon",1,3
Philadelphia Orchestra,"Mahler, Gustav",1,1
Philadelphia Orchestra,"Marsalis, Wynton",1,3
Philadelphia Orchestra,"Mazzoli, Missy",1,2
Philadelphia Orchestra,"Mendelssohn, Felix",2,1
Philadelphia Orchestra,"Mozart, Wolfgang Amadeus",5,1
Philadelphia Orchestra,"Price, Florence",3,4
Philadelphia Orchestra,"Schubert, Franz",1,1
Philadelphia Orchestra,"Still, William Grant",1,3
Philadelphia Orchestra,"Stravinsky, Igor",1,1
Philadelphia Orchestra,"Wagner, Melinda",1,2
Philadelphia Orchestra,"Weber, Carl Maria von",1,1
Pittsburgh Symphony Orchestra,"Barber, Samuel",1,1
Pittsburgh Symphony Orchestra,"Bartók, Béla",1,1
Pittsburgh Symphony Orchestra,"Bates, Mason",1,1
Pittsburgh Symphony Orchestra,"Beethoven, Ludwig van",8,1
Pittsburgh Symphony Orchestra,"Brahms, Johannes",3,1
Pittsburgh Symphony Orchestra,"Britten, Benjamin",1,1
Pittsburgh Symphony Orchestra,"Bruckner, Anton",1,1
Pittsburgh Symphony Orchestra,"Daugherty, Michael",1,1
Pittsburgh Symphony Orchestra,"Debussy, Claude",2,1
Pittsburgh Symphony Orchestra,"Dvořák, Antonín",2,1
Pittsburgh Symphony Orchestra,"Farrenc, Louise",1,2
Pittsburgh Symphony Orchestra,"Fung, Vivian",1,4
Pittsburgh Symphony Orchestra,"Glinka, Mikhail",1,1
Pittsburgh Symphony Orchestra,"Grieg, Edvard",1,1
Pittsburgh Symphony Orchestra,"Haydn, Franz Joseph",1,1
Pittsburgh Symphony Orchestra,"Ludwig, David",1,1
Pittsburgh Symphony Orchestra,"Lutosławski, Witold",1,1
Pittsburgh Symphony Orchestra,"Mahler, Gustav",1,1
Pittsburgh Symphony Orchestra,"Marsalis, Wynton",1,3
Pittsburgh Symphony Orchestra,"Martucci, Giuseppe",1,1
Pittsburgh Symphony Orchestra,"Mazzoli, Missy",1,2
Pittsburgh Symphony Orchestra,"Mendelssohn, Felix",1,1
Pittsburgh Symphony Orchestra,"Montgomery, Jessie",1,4
Pittsburgh Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Pittsburgh Symphony Orchestra,"Paganini, Niccolò",1,1
Pittsburgh Symphony Orchestra,"Poulenc, Francis",1,1
Pittsburgh Symphony Orchestra,"Prokofiev, Sergey",2,1
Pittsburgh Symphony Orchestra,"Puccini, Giacomo",1,1
Pittsburgh Symphony Orchestra,"Rachmaninoff, Sergei",3,1
Pittsburgh Symphony Orchestra,"Ramos Triano, Gloria-Isabel",1,4
Pittsburgh Symphony Orchestra,"Ravel, Maurice",4,1
Pittsburgh Symphony Orchestra,"Rimsky-Korsakov, Nikolay",1,1
Pittsburgh Symphony Orchestra,"Rodrigo, Joaquín",1,1
Pittsburgh Symphony Orchestra,"Rossini, Gioachino",1,1
Pittsburgh Symphony Orchestra,"Saariaho, Kaija",1,2
Pittsburgh Symphony Orchestra,"Schulhoff, Erwin",1,1
Pittsburgh Symphony Orchestra,"Schumann, Robert",1,1
Pittsburgh Symphony Orchestra,"Shostakovich, Dmitri",1,1
Pittsburgh Symphony Orchestra,Strauss family,1,1
Pittsburgh Symphony Orchestra,"Strauss, Richard",2,1
Pittsburgh Symphony Orchestra,"Stravinsky, Igor",2,1
Pittsburgh Symphony Orchestra,"Tchaikovsky, Peter Ilich",5,1
Pittsburgh Symphony Orchestra,"Vali, Reza",1,3
Pittsburgh Symphony Orchestra,"Verdi, Giuseppe",1,1
Plano Symphony,"Beethoven, Ludwig van",1,1
Plano Symphony,"Britten, Benjamin",1,1
Plano Symphony,"Bruch, Max",1,1
Plano Symphony,"Dvořák, Antonín",1,1
Plano Symphony,"Rachmaninoff, Sergei",1,1
Plano Symphony,"Ravel, Maurice",1,1
Plano Symphony,"Revueltas, Silvestre",1,3
Plano Symphony,"Rimsky-Korsakov, Nikolay",1,1
Plano Symphony,"Strauss, Richard",1,1
Plano Symphony,"Verdi, Giuseppe",1,1
Portland Symphony Orchestra,"Bach, J.S.",2,1
Portland Symphony Orchestra,"Barber, Samuel",1,1
Portland Symphony Orchestra,"Bartók, Béla",1,1
Portland Symphony Orchestra,"Berlioz, Hector",1,1
Portland Symphony Orchestra,"Brahms, Johannes",1,1
Portland Symphony Orchestra,"Brown, Dan",1,1
Portland Symphony Orchestra,"Bruckner, Anton",1,1
Portland Symphony Orchestra,"Coleridge-Taylor, Samuel",1,3
Portland Symphony Orchestra,"Copland, Aaron",1,1
Portland Symphony Orchestra,"Dvořák, Antonín",1,1
Portland Symphony Orchestra,"Elgar, Edward",1,1
Portland Symphony Orchestra,"Grofé, Ferde",1,1
Portland Symphony Orchestra,"Márquez, Arturo",1,3
Portland Symphony Orchestra,"Palomar, Enric",1,1
Portland Symphony Orchestra,"Poulenc, Francis",2,1
Portland Symphony Orchestra,"Price, Florence",1,4
Portland Symphony Orchestra,"Prokofiev, Sergey",1,1
Portland Symphony Orchestra,"Shostakovich, Dmitri",1,1
Portland Symphony Orchestra,"Sonenberg, Daniel",1,1
Portland Symphony Orchestra,"Tanaka, Karen",1,4
Quad Cities Symphony,"Abels, Michael",1,3
Quad Cities Symphony,"Bancks, Jacob",1,1
Quad Cities Symphony,"Barber, Samuel",2,1
Quad Cities Symphony,"Britten, Benjamin",1,1
Quad Cities Symphony,"Bruckner, Anton",1,1
Quad Cities Symphony,Chen Yi,1,4
Quad Cities Symphony,"Dudley, Buck",1,1
Quad Cities Symphony,"Dvořák, Antonín",1,1
Quad Cities Symphony,"Elgar, Edward",1,1
Quad Cities Symphony,"Gould, Morton",1,1
Quad Cities Symphony,"Grieg, Edvard",1,1
Quad Cities Symphony,"Higdon, Jennifer",1,2
Quad Cities Symphony,"Humperdinck, Engelbert",1,1
Quad Cities Symphony,"Larsen, Libby",1,2
Quad Cities Symphony,"Mozart, Wolfgang Amadeus",2,1
Quad Cities Symphony,"Respighi, Ottorino",1,1
Quad Cities Symphony,"Schumann, Robert",1,1
Quad Cities Symphony,"Still, William Grant",1,3
Quad Cities Symphony,"Strauss, Johann",1,1
Quad Cities Symphony,"Strauss, Richard",1,1
Quad Cities Symphony,"Stravinsky, Igor",1,1
Quad Cities Symphony,"Tchaikovsky, Peter Ilich",1,1
Reading,"Arutiunian, Alexander",1,1
Reading,"Bruch, Max",2,1
Reading,"Debussy, Claude",1,1
Reading,"Dvořák, Antonín",1,1
Reading,"Elgar, Edward",1,1
Reading,"Garrop, Stacy",1,2
Reading,"Haydn, Franz Joseph",1,1
Reading,"Mahler, Gustav",1,1
Reading,"Mozart, Wolfgang Amadeus",1,1
Reading,"Ravel, Maurice",1,1
Reading,"Strauss, Richard",1,1
Reading,"Suppé, Franz von",1,1
Reading,"Verdi, Giuseppe",1,1
Reno Philharmonic Orchestra,"Bacewicz, Grazyna",1,2
Reno Philharmonic Orchestra,"Copland, Aaron",1,1
Reno Philharmonic Orchestra,"Debussy, Claude",1,1
Reno Philharmonic Orchestra,"Harlin, Patrick",1,1
Reno Philharmonic Orchestra,"Haydn, Franz Joseph",1,1
Reno Philharmonic Orchestra,"Houghton, Monica",1,2
Reno Philharmonic Orchestra,"López Bellido, Jimmy",1,3
Reno Philharmonic Orchestra,"Mendelssohn, Fanny",1,2
Reno Philharmonic Orchestra,"Mendelssohn, Felix",1,1
Reno Philharmonic Orchestra,"Mozart, Wolfgang Amadeus",1,1
Reno Philharmonic Orchestra,"Mussorgsky, Modest",1,1
Reno Philharmonic Orchestra,"Price, Florence",1,4
Reno Philharmonic Orchestra,"Prokofiev, Sergey",1,1
Reno Philharmonic Orchestra,"Ravel, Maurice",1,1
Reno Philharmonic Orchestra,"Saint-Saëns, Camille",1,1
Reno Philharmonic Orchestra,"Schumann, Robert",1,1
Reno Philharmonic Orchestra,"Sibelius, Jean",1,1
Reno Philharmonic Orchestra,"Strauss, Richard",1,1
Reno Philharmonic Orchestra,"Tchaikovsky, Peter Ilich",1,1
Rhode Island Philharmonic Orchestra,"Beethoven, Ludwig van",1,1
Rhode Island Philharmonic Orchestra,"Brahms, Johannes",2,1
Rhode Island Philharmonic Orchestra,"Handel, George Frideric",1,1
Rhode Island Philharmonic Orchestra,"Mahler, Gustav",1,1
Rhode Island Philharmonic Orchestra,"Montgomery, Jessie",1,4
Rhode Island Philharmonic Orchestra,"Price, Florence",1,4
Rhode Island Philharmonic Orchestra,"Rachmaninoff, Sergei",1,1
Rhode Island Philharmonic Orchestra,"Sibelius, Jean",1,1
Rhode Island Philharmonic Orchestra,"Tchaikovsky, Peter Ilich",1,1
Rhode Island Philharmonic Orchestra,"Tower, Joan",1,2
Richmond Symphony Orchestra,"Bartók, Béla",1,1
Richmond Symphony Orchestra,"Beethoven, Ludwig van",1,1
Richmond Symphony Orchestra,"Bilik, Jerry",1,1
Richmond Symphony Orchestra,"Bizet, Georges",1,1
Richmond Symphony Orchestra,"Brahms, Johannes",1,1
Richmond Symphony Orchestra,"Bruch, Max",1,1
Richmond Symphony Orchestra,"Corigliano, John",2,1
Richmond Symphony Orchestra,"Donizetti, Gaetano",1,1
Richmond Symphony Orchestra,"Dukas, Paul",1,1
Richmond Symphony Orchestra,"Franck, César",1,1
Richmond Symphony Orchestra,"Glinka, Mikhail",1,1
Richmond Symphony Orchestra,"Holst, Gustav",1,1
Richmond Symphony Orchestra,"Mendelssohn, Felix",2,1
Richmond Symphony Orchestra,"Morris, Alyssa",1,2
Richmond Symphony Orchestra,"Mozart, Wolfgang Amadeus",1,1
Richmond Symphony Orchestra,"Mussorgsky, Modest",1,1
Richmond Symphony Orchestra,"Purcell, Henry",1,1
Richmond Symphony Orchestra,"Riegger, Wallingford",1,1
Richmond Symphony Orchestra,"Salieri, Antonio",1,1
Richmond Symphony Orchestra,"Sibelius, Jean",1,1
Richmond Symphony Orchestra,"Tchaikovsky, Peter Ilich",1,1
River Oaks Chamber Orchestra,"Abels, Michael",1,3
River Oaks Chamber Orchestra,"Adamo, Mark",1,1
River Oaks Chamber Orchestra,"Adashi, Judah",1,1
River Oaks Chamber Orchestra,"Beethoven, Ludwig van",1,1
River Oaks Chamber Orchestra,"Bermel, Derek",1,1
River Oaks Chamber Orchestra,"Cimarosa, Domenico",1,1
River Oaks Chamber Orchestra,"Cuong, Viet",1,3
River Oaks Chamber Orchestra,"Goulet, Maxime",1,1
River Oaks Chamber Orchestra,Huang Ruo,1,3
River Oaks Chamber Orchestra,"Kernis, Aaron Jay",1,1
River Oaks Chamber Orchestra,"Lee Wong, Cynthia",1,4
River Oaks Chamber Orchestra,"Maroney, Marcus",1,1
River Oaks Chamber Orchestra,"Milhaud, Darius",1,1
River Oaks Chamber Orchestra,"Mussorgsky, Modest",1,1
River Oaks Chamber Orchestra,"Peters, Jonathan",1,1
River Oaks Chamber Orchestra,"Primiani, Leanna",1,2
River Oaks Chamber Orchestra,"Purrington, Hilary",1,2
Rochester Philharmonic Orchestra,"Abrams, Teddy",1,1
Rochester Philharmonic Orchestra,"Auerbach, Lera",1,2
Rochester Philharmonic Orchestra,"Barber, Samuel",1,1
Rochester Philharmonic Orchestra,"Beckel, Jim",1,1
Rochester Philharmonic Orchestra,"Beethoven, Ludwig van",5,1
Rochester Philharmonic Orchestra,"Blacher, Boris",1,1
Rochester Philharmonic Orchestra,"Brahms, Johannes",3,1
Rochester Philharmonic Orchestra,"Coleridge-Taylor, Samuel",1,3
Rochester Philharmonic Orchestra,"Copland, Aaron",1,1
Rochester Philharmonic Orchestra,"Dvořák, Antonín",1,1
Rochester Philharmonic Orchestra,"Frank, Gabriela Lena",1,4
Rochester Philharmonic Orchestra,"Gershwin, George",2,1
Rochester Philharmonic Orchestra,"Ginastera, Alberto",1,3
Rochester Philharmonic Orchestra,"Guarnieri, Camargo",1,3
Rochester Philharmonic Orchestra,"Hanson, Howard",1,1
Rochester Philharmonic Orchestra,"Higdon, Jennifer",1,2
Rochester Philharmonic Orchestra,"Humperdinck, Engelbert",1,1
Rochester Philharmonic Orchestra,"Khachaturian, Aram",1,1
Rochester Philharmonic Orchestra,"Korngold, Erich",1,1
Rochester Philharmonic Orchestra,"Mahler, Gustav",1,1
Rochester Philharmonic Orchestra,"Mendelssohn, Felix",2,1
Rochester Philharmonic Orchestra,"Montgomery, Jessie",1,4
Rochester Philharmonic Orchestra,"Mussorgsky, Modest",1,1
Rochester Philharmonic Orchestra,"Nabors, Brian Raphael",1,3
Rochester Philharmonic Orchestra,"Prokofiev, Sergey",1,1
Rochester Philharmonic Orchestra,"Rachmaninoff, Sergei",3,1
Rochester Philharmonic Orchestra,"Ravel, Maurice",1,1
Rochester Philharmonic Orchestra,"Reid, Ellen",1,2
Rochester Philharmonic Orchestra,"Rodrigo, Joaquín",1,1
Rochester Philharmonic Orchestra,"Saint-Saëns, Camille",2,1
Rochester Philharmonic Orchestra,"Schifrin, Lalo",1,1
Rochester Philharmonic Orchestra,"Schubert, Franz",1,1
Rochester Philharmonic Orchestra,"Sierra, Roberto",1,3
Rochester Philharmonic Orchestra,"Smith, Gabriella",1,2
Rochester Philharmonic Orchestra,"Snider, Sarah Kirkland",1,2
Rochester Philharmonic Orchestra,"Strauss, Johann",1,1
Rochester Philharmonic Orchestra,"Strauss, Richard",1,1
Rochester Philharmonic Orchestra,"Tchaikovsky, Peter Ilich",3,1
Rochester Philharmonic Orchestra,"Wagner, Richard",1,1
Rochester Philharmonic Orchestra,"Weill, Kurt",1,1
San Antonio Symphony,"Beethoven, Ludwig van",2,1
San Antonio Symphony,"Berlioz, Hector",1,1
San Antonio Symphony,"Bernstein, Leonard",1,1
San Antonio Symphony,"Boulanger, Lili",1,2
San Antonio Symphony,"Brahms, Johannes",1,1
San Antonio Symphony,"Carlos Gomes, Antônio",1,3
San Antonio Symphony,"Chopin, Frédéric",1,1
San Antonio Symphony,"Clyne, Anna",1,2
San Antonio Symphony,"Debussy, Claude",1,1
San Antonio Symphony,"Elgar, Edward",1,1
San Antonio Symphony,"Glanert, Detlev",1,1
San Antonio Symphony,"Handel, George Frideric",1,1
San Antonio Symphony,"Kodály, Zoltán",1,1
San Antonio Symphony,"Korngold, Erich",1,1
San Antonio Symphony,"Ligeti, György",1,1
San Antonio Symphony,"Liszt, Franz",1,1
San Antonio Symphony,"Mazzoli, Missy",1,2
San Antonio Symphony,"Mozart, Wolfgang Amadeus",1,1
San Antonio Symphony,"Prokofiev, Sergey",2,1
San Antonio Symphony,"Rachmaninoff, Sergei",2,1
San Antonio Symphony,"Ravel, Maurice",3,1
San Antonio Symphony,"Respighi, Ottorino",1,1
San Antonio Symphony,"Saint-Georges, Joseph Bologne, chevalier de,",1,3
San Antonio Symphony,"Schumann, Clara",1,2
San Antonio Symphony,"Schumann, Robert",1,1
San Antonio Symphony,"Shostakovich, Dmitri",2,1
San Antonio Symphony,"Sibelius, Jean",1,1
San Antonio Symphony,"Strauss, Johann",1,1
San Antonio Symphony,"Strauss, Richard",1,1
San Antonio Symphony,"Stravinsky, Igor",1,1
San Antonio Symphony,"Tchaikovsky, Peter Ilich",2,1
San Antonio Symphony,"Villa-Lobos, Heitor",1,3
San Antonio Symphony,"Widmann, Jörg",1,1
San Antonio Symphony,"Zisser, Na'ama",1,4
San Diego Symphony,"Bartók, Béla",1,1
San Diego Symphony,"Beethoven, Ludwig van",2,1
San Diego Symphony,"Clyne, Anna",1,2
San Diego Symphony,"Dvořák, Antonín",1,1
San Diego Symphony,"Khachaturian, Aram",1,1
San Diego Symphony,"Mahler, Gustav",2,1
San Diego Symphony,"Moya, Reinaldo",1,3
San Diego Symphony,"Rachmaninoff, Sergei",2,1
San Diego Symphony,"Ravel, Maurice",1,1
San Diego Symphony,"Rimsky-Korsakov, Nikolay",1,1
San Diego Symphony,"Simon, Carlos",1,3
San Diego Symphony,"Smetana, Bedřich",1,1
San Diego Symphony,"Tchaikovsky, Peter Ilich",2,1
San Francisco Symphony,"Adams, John",2,1
San Francisco Symphony,"Bach, J.S.",1,1
San Francisco Symphony,"Barber, Samuel",1,1
San Francisco Symphony,"Bartók, Béla",2,1
San Francisco Symphony,"Bates, Mason",2,1
San Francisco Symphony,"Beethoven, Ludwig van",8,1
San Francisco Symphony,"Berg, Alban",1,1
San Francisco Symphony,"Boulanger, Lili",1,2
San Francisco Symphony,"Brahms, Johannes",5,1
San Francisco Symphony,"Chin, Unsuk",2,4
San Francisco Symphony,"Clyne, Anna",1,2
San Francisco Symphony,"Copland, Aaron",1,1
San Francisco Symphony,"Corigliano, John",1,1
San Francisco Symphony,"Debussy, Claude",2,1
San Francisco Symphony,"Dessner, Bryce",1,1
San Francisco Symphony,"Dvořák, Antonín",2,1
San Francisco Symphony,"Elgar, Edward",1,1
San Francisco Symphony,"Estévez, Antonio",1,3
San Francisco Symphony,"Fang, Man",1,4
San Francisco Symphony,"Franck, César",1,1
San Francisco Symphony,"Ginastera, Alberto",1,3
San Francisco Symphony,"Hailstork, Adolphus",1,3
San Francisco Symphony,"Handel, George Frideric",1,1
San Francisco Symphony,"Harrison, Lou",1,1
San Francisco Symphony,"Haydn, Franz Joseph",1,1
San Francisco Symphony,"Higgins, Timothy",1,1
San Francisco Symphony,"Hillborg, Anders",1,1
San Francisco Symphony,"Holst, Gustav",1,1
San Francisco Symphony,"Kendall, Hannah",1,4
San Francisco Symphony,"Kim, Texu",1,3
San Francisco Symphony,"León, Tania",1,4
San Francisco Symphony,"Ligeti, György",1,1
San Francisco Symphony,"Liszt, Franz",2,1
San Francisco Symphony,"Loggins-Hull, Allison",1,4
San Francisco Symphony,"Long, Zhou",1,3
San Francisco Symphony,"López Bellido, Jimmy",1,3
San Francisco Symphony,"Lutosławski, Witold",1,1
San Francisco Symphony,"Mahler, Gustav",2,1
San Francisco Symphony,"McLorin Salvant, Cécile",1,4
San Francisco Symphony,"Mendelssohn, Fanny",1,2
San Francisco Symphony,"Mendelssohn, Felix",1,1
San Francisco Symphony,"Messiaen, Olivier",1,1
San Francisco Symphony,"Montgomery, Jessie",3,4
San Francisco Symphony,"Mozart, Wolfgang Amadeus",5,1
San Francisco Symphony,"Ngwenyama, Nokuthula",1,4
San Francisco Symphony,"Nielsen, Carl",1,1
San Francisco Symphony,"Norment, Camille",1,4
San Francisco Symphony,"Ogonek, Elizabeth",1,2
San Francisco Symphony,"Pagh-Paan, Younghi",1,4
San Francisco Symphony,Pamela Z,1,4
San Francisco Symphony,"Piazzolla, Astor",1,3
San Francisco Symphony,"Price, Florence",2,4
San Francisco Symphony,"Prokofiev, Sergey",2,1
San Francisco Symphony,"Rameau, Jean-Philippe",1,1
San Francisco Symphony,"Respighi, Ottorino",1,1
San Francisco Symphony,"Revueltas, Silvestre",1,3
San Francisco Symphony,"Saariaho, Kaija",1,2
San Francisco Symphony,"Schubert, Franz",1,1
San Francisco Symphony,"Schumann, Robert",1,1
San Francisco Symphony,"Scriabin, Alexander",1,1
San Francisco Symphony,"Shorter, Wayne",1,3
San Francisco Symphony,"Shostakovich, Dmitri",2,1
San Francisco Symphony,"Sibelius, Jean",1,1
San Francisco Symphony,"Simon, Carlos",1,3
San Francisco Symphony,"Smith, Gabriella",1,2
San Francisco Symphony,"Still, William Grant",1,3
San Francisco Symphony,"Strauss, Richard",2,1
San Francisco Symphony,"Stravinsky, Igor",4,1
San Francisco Symphony,"Stucky, Steven",1,1
San Francisco Symphony,"Tchaikovsky, Peter Ilich",2,1
San Francisco Symphony,"Tilson Thomas, Michael",1,1
San Francisco Symphony,Traditional,3,999
San Francisco Symphony,"Wennäkoski, Lotta",1,2
San Francisco Symphony,"Yarnell, Carolyn",1,4
San Francisco Symphony,"Yoshimatsu, Takashi",1,3
Santa Barbara Symphony Orchestra,"Bach, J.S.",1,1
Santa Barbara Symphony Orchestra,"Beal, Jeff",1,1
Santa Barbara Symphony Orchestra,"Beethoven, Ludwig van",1,1
Santa Barbara Symphony Orchestra,"Gershwin, George",1,1
Santa Barbara Symphony Orchestra,"Handel, George Frideric",1,1
Santa Barbara Symphony Orchestra,"Higdon, Jennifer",1,2
Santa Barbara Symphony Orchestra,"Márquez, Arturo",2,3
Santa Barbara Symphony Orchestra,"Mendelssohn, Felix",1,1
Santa Barbara Symphony Orchestra,"Ponce, Manuel",1,3
Santa Barbara Symphony Orchestra,"Poulenc, Francis",1,1
Santa Barbara Symphony Orchestra,"Price, Florence",1,4
Santa Barbara Symphony Orchestra,"Rameau, Jean-Philippe",1,1
Santa Barbara Symphony Orchestra,"Rimsky-Korsakov, Nikolay",1,1
Santa Barbara Symphony Orchestra,"Saint-Saëns, Camille",1,1
Santa Barbara Symphony Orchestra,"Telemann, Georg Philipp",1,1
Santa Cruz,"Barber, Samuel",1,1
Santa Cruz,"Beethoven, Ludwig van",4,1
Santa Cruz,"Brahms, Johannes",1,1
Santa Cruz,"Bruch, Max",1,1
Santa Cruz,"Chin, Unsuk",1,4
Santa Cruz,"Copland, Aaron",1,1
Santa Cruz,"Corelli, Arcangelo",1,1
Santa Cruz,"Moncayo, José Pablo",1,3
Santa Cruz,"Monteverdi, Claudio",1,1
Santa Cruz,"Montgomery, Jessie",1,4
